SaleID,Customer ID,SaleDate,Invoice Date,Payment Date,Invoice Amount,Payment Amount,Due Date,QuantitySold,UnitPrice,TransactionID,TransactionDate,TransactionType,Amount,Category,Description,DaysToCollect,DaysToPay,DaysToCollect_avg_DSO,DaysToPay_avg_DPO,InventoryTurnover
SALE00463,CUST059,2024-04-07,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,319,258.35,TXN00463,2024-04-07,Cash Outflow,194876,Operating Activities,Transaction 463,263,263,263.0,263.0,319
SALE00465,CUST059,2024-04-09,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,242,40.92,TXN00465,2024-04-09,Cash Outflow,126478,Financing Activities,Transaction 465,263,263,263.0,263.0,242
SALE00685,CUST059,2024-11-15,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,187,55.02,TXN00685,2024-11-15,Cash Inflow,120186,Financing Activities,Transaction 685,263,263,263.0,263.0,187
SALE00689,CUST059,2024-11-19,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,440,177.77,TXN00689,2024-11-19,Cash Inflow,105930,Financing Activities,Transaction 689,263,263,263.0,263.0,440
SALE00773,CUST059,2025-02-11,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,484,322.4,TXN00773,2025-02-11,Cash Inflow,153791,Investing Activities,Transaction 773,263,263,263.0,263.0,484
SALE00813,CUST059,2025-03-23,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,55,148.55,TXN00813,2025-03-23,Cash Inflow,206481,Investing Activities,Transaction 813,263,263,263.0,263.0,55
SALE00942,CUST059,2025-07-30,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,143,168.28,TXN00942,2025-07-30,Cash Inflow,72490,Operating Activities,Transaction 942,263,263,263.0,263.0,143
SALE00956,CUST059,2025-08-13,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,462,459.92,TXN00956,2025-08-13,Cash Inflow,15389,Operating Activities,Transaction 956,263,263,263.0,263.0,462
SALE00067,CUST029,2023-03-08,2023-02-08,2023-08-10,29938.3,37134.09,2023-07-21,272,10.6,TXN00067,2023-03-08,Cash Outflow,157584,Investing Activities,Transaction 67,183,183,183.0,183.0,272
SALE00126,CUST029,2023-05-06,2023-02-08,2023-08-10,29938.3,37134.09,2023-07-21,392,333.8,TXN00126,2023-05-06,Cash Outflow,154216,Financing Activities,Transaction 126,183,183,183.0,183.0,392
SALE00226,CUST029,2023-08-14,2023-02-08,2023-08-10,29938.3,37134.09,2023-07-21,120,274.55,TXN00226,2023-08-14,Cash Outflow,118472,Financing Activities,Transaction 226,183,183,183.0,183.0,120
SALE00266,CUST029,2023-09-23,2023-02-08,2023-08-10,29938.3,37134.09,2023-07-21,296,129.63,TXN00266,2023-09-23,Cash Outflow,31920,Operating Activities,Transaction 266,183,183,183.0,183.0,296
SALE00990,CUST029,2025-09-16,2023-02-08,2023-08-10,29938.3,37134.09,2023-07-21,80,495.95,TXN00990,2025-09-16,Cash Outflow,134472,Operating Activities,Transaction 990,183,183,183.0,183.0,80
SALE00068,CUST071,2023-03-09,2023-07-21,2023-11-06,47666.2,52730.51,2023-12-14,60,303.18,TXN00068,2023-03-09,Cash Inflow,157540,Investing Activities,Transaction 68,108,108,108.0,108.0,60
SALE00181,CUST071,2023-06-30,2023-07-21,2023-11-06,47666.2,52730.51,2023-12-14,400,390.24,TXN00181,2023-06-30,Cash Inflow,119750,Operating Activities,Transaction 181,108,108,108.0,108.0,400
SALE00271,CUST071,2023-09-28,2023-07-21,2023-11-06,47666.2,52730.51,2023-12-14,150,399.8,TXN00271,2023-09-28,Cash Outflow,7350,Investing Activities,Transaction 271,108,108,108.0,108.0,150
SALE00373,CUST071,2024-01-08,2023-07-21,2023-11-06,47666.2,52730.51,2023-12-14,20,186.78,TXN00373,2024-01-08,Cash Outflow,64590,Operating Activities,Transaction 373,108,108,108.0,108.0,20
SALE00799,CUST071,2025-03-09,2023-07-21,2023-11-06,47666.2,52730.51,2023-12-14,390,355.95,TXN00799,2025-03-09,Cash Inflow,15070,Operating Activities,Transaction 799,108,108,108.0,108.0,390
SALE00835,CUST071,2025-04-14,2023-07-21,2023-11-06,47666.2,52730.51,2023-12-14,370,278.68,TXN00835,2025-04-14,Cash Inflow,135250,Financing Activities,Transaction 835,108,108,108.0,108.0,370
SALE00987,CUST071,2025-09-13,2023-07-21,2023-11-06,47666.2,52730.51,2023-12-14,190,344.02,TXN00987,2025-09-13,Cash Outflow,94460,Operating Activities,Transaction 987,108,108,108.0,108.0,190
SALE00069,CUST077,2023-03-10,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,16,307.58,TXN00069,2023-03-10,Cash Outflow,95760,Investing Activities,Transaction 69,55,55,55.0,55.0,16
SALE00211,CUST077,2023-07-30,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,288,81.42,TXN00211,2023-07-30,Cash Inflow,115344,Operating Activities,Transaction 211,55,55,55.0,55.0,288
SALE00364,CUST077,2023-12-30,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,120,267.98,TXN00364,2023-12-30,Cash Outflow,66264,Financing Activities,Transaction 364,55,55,55.0,55.0,120
SALE00389,CUST077,2024-01-24,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,184,241.72,TXN00389,2024-01-24,Cash Inflow,159312,Financing Activities,Transaction 389,55,55,55.0,55.0,184
SALE00399,CUST077,2024-02-03,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,200,79.47,TXN00399,2024-02-03,Cash Outflow,37696,Investing Activities,Transaction 399,55,55,55.0,55.0,200
SALE00446,CUST077,2024-03-21,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,304,10.61,TXN00446,2024-03-21,Cash Inflow,128272,Financing Activities,Transaction 446,55,55,55.0,55.0,304
SALE00453,CUST077,2024-03-28,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,136,19.81,TXN00453,2024-03-28,Cash Outflow,132016,Operating Activities,Transaction 453,55,55,55.0,55.0,136
SALE00700,CUST077,2024-11-30,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,272,88.82,TXN00700,2024-11-30,Cash Inflow,76608,Financing Activities,Transaction 700,55,55,55.0,55.0,272
SALE00889,CUST077,2025-06-07,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,24,333.22,TXN00889,2025-06-07,Cash Outflow,126008,Investing Activities,Transaction 889,55,55,55.0,55.0,24
SALE00952,CUST077,2025-08-09,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,344,195.72,TXN00952,2025-08-09,Cash Outflow,23440,Financing Activities,Transaction 952,55,55,55.0,55.0,344
SALE00998,CUST077,2025-09-24,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,232,383.95,TXN00998,2025-09-24,Cash Outflow,72760,Financing Activities,Transaction 998,55,55,55.0,55.0,232
SALE00073,CUST075,2023-03-14,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,336,88.8,TXN00073,2023-03-14,Cash Inflow,36211,Operating Activities,Transaction 73,12,12,12.0,12.0,336
SALE00096,CUST075,2023-04-06,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,196,113.07,TXN00096,2023-04-06,Cash Outflow,33600,Operating Activities,Transaction 96,12,12,12.0,12.0,196
SALE00100,CUST075,2023-04-10,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,42,45.48,TXN00100,2023-04-10,Cash Inflow,89138,Operating Activities,Transaction 100,12,12,12.0,12.0,42
SALE00157,CUST075,2023-06-06,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,273,95.35,TXN00157,2023-06-06,Cash Inflow,129710,Operating Activities,Transaction 157,12,12,12.0,12.0,273
SALE00167,CUST075,2023-06-16,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,175,298.15,TXN00167,2023-06-16,Cash Outflow,98021,Financing Activities,Transaction 167,12,12,12.0,12.0,175
SALE00219,CUST075,2023-08-07,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,28,184.8,TXN00219,2023-08-07,Cash Outflow,118223,Operating Activities,Transaction 219,12,12,12.0,12.0,28
SALE00507,CUST075,2024-05-21,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,7,476.87,TXN00507,2024-05-21,Cash Outflow,53081,Operating Activities,Transaction 507,12,12,12.0,12.0,7
SALE00677,CUST075,2024-11-07,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,301,36.39,TXN00677,2024-11-07,Cash Outflow,4515,Financing Activities,Transaction 677,12,12,12.0,12.0,301
SALE00923,CUST075,2025-07-11,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,224,449.62,TXN00923,2025-07-11,Cash Inflow,65835,Operating Activities,Transaction 923,12,12,12.0,12.0,224
SALE00938,CUST075,2025-07-26,2023-04-04,2023-04-16,33891.44,32391.100000000002,2023-01-17,196,494.32,TXN00938,2025-07-26,Cash Inflow,24787,Financing Activities,Transaction 938,12,12,12.0,12.0,196
SALE00074,CUST097,2023-03-15,2023-11-18,2023-03-19,35166.01,33720.88,2023-03-13,88,329.24,TXN00074,2023-03-15,Cash Outflow,130248,Operating Activities,Transaction 74,-244,-244,-244.0,-244.0,88
SALE00450,CUST097,2024-03-25,2023-11-18,2023-03-19,35166.01,33720.88,2023-03-13,216,197.44,TXN00450,2024-03-25,Cash Outflow,50376,Investing Activities,Transaction 450,-244,-244,-244.0,-244.0,216
SALE00514,CUST097,2024-05-28,2023-11-18,2023-03-19,35166.01,33720.88,2023-03-13,80,49.18,TXN00514,2024-05-28,Cash Outflow,132688,Investing Activities,Transaction 514,-244,-244,-244.0,-244.0,80
SALE00529,CUST097,2024-06-12,2023-11-18,2023-03-19,35166.01,33720.88,2023-03-13,64,113.76,TXN00529,2024-06-12,Cash Outflow,75968,Investing Activities,Transaction 529,-244,-244,-244.0,-244.0,64
SALE00586,CUST097,2024-08-08,2023-11-18,2023-03-19,35166.01,33720.88,2023-03-13,352,202.27,TXN00586,2024-08-08,Cash Inflow,103344,Financing Activities,Transaction 586,-244,-244,-244.0,-244.0,352
SALE00649,CUST097,2024-10-10,2023-11-18,2023-03-19,35166.01,33720.88,2023-03-13,344,265.18,TXN00649,2024-10-10,Cash Outflow,97704,Operating Activities,Transaction 649,-244,-244,-244.0,-244.0,344
SALE00896,CUST097,2025-06-14,2023-11-18,2023-03-19,35166.01,33720.88,2023-03-13,96,280.73,TXN00896,2025-06-14,Cash Outflow,18104,Operating Activities,Transaction 896,-244,-244,-244.0,-244.0,96
SALE00075,CUST054,2023-03-16,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,329,169.7,TXN00075,2023-03-16,Cash Inflow,94857,Operating Activities,Transaction 75,296,296,296.0,296.0,329
SALE00099,CUST054,2023-04-09,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,147,471.21,TXN00099,2023-04-09,Cash Outflow,87605,Investing Activities,Transaction 99,296,296,296.0,296.0,147
SALE00164,CUST054,2023-06-13,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,119,257.37,TXN00164,2023-06-13,Cash Outflow,51674,Operating Activities,Transaction 164,296,296,296.0,296.0,119
SALE00175,CUST054,2023-06-24,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,252,149.09,TXN00175,2023-06-24,Cash Outflow,47103,Investing Activities,Transaction 175,296,296,296.0,296.0,252
SALE00217,CUST054,2023-08-05,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,196,195.89,TXN00217,2023-08-05,Cash Outflow,67277,Operating Activities,Transaction 217,296,296,296.0,296.0,196
SALE00394,CUST054,2024-01-29,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,84,111.03,TXN00394,2024-01-29,Cash Outflow,49098,Operating Activities,Transaction 394,296,296,296.0,296.0,84
SALE00448,CUST054,2024-03-23,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,49,490.81,TXN00448,2024-03-23,Cash Outflow,40124,Operating Activities,Transaction 448,296,296,296.0,296.0,49
SALE00503,CUST054,2024-05-17,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,343,78.21,TXN00503,2024-05-17,Cash Inflow,9128,Investing Activities,Transaction 503,296,296,296.0,296.0,343
SALE00542,CUST054,2024-06-25,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,224,320.26,TXN00542,2024-06-25,Cash Outflow,33341,Investing Activities,Transaction 542,296,296,296.0,296.0,224
SALE00705,CUST054,2024-12-05,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,343,146.17,TXN00705,2024-12-05,Cash Inflow,123956,Investing Activities,Transaction 705,296,296,296.0,296.0,343
SALE00725,CUST054,2024-12-25,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,175,422.57,TXN00725,2024-12-25,Cash Inflow,9744,Financing Activities,Transaction 725,296,296,296.0,296.0,175
SALE00752,CUST054,2025-01-21,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,217,21.24,TXN00752,2025-01-21,Cash Inflow,66409,Operating Activities,Transaction 752,296,296,296.0,296.0,217
SALE00937,CUST054,2025-07-25,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,280,166.64,TXN00937,2025-07-25,Cash Outflow,118083,Investing Activities,Transaction 937,296,296,296.0,296.0,280
SALE00079,CUST020,2023-03-20,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,99,83.29,TXN00079,2023-03-20,Cash Inflow,76653,Investing Activities,Transaction 79,36,36,36.0,36.0,99
SALE00134,CUST020,2023-05-14,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,207,365.17,TXN00134,2023-05-14,Cash Inflow,98802,Investing Activities,Transaction 134,36,36,36.0,36.0,207
SALE00194,CUST020,2023-07-13,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,297,334.68,TXN00194,2023-07-13,Cash Inflow,147717,Financing Activities,Transaction 194,36,36,36.0,36.0,297
SALE00202,CUST020,2023-07-21,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,99,303.37,TXN00202,2023-07-21,Cash Outflow,132993,Operating Activities,Transaction 202,36,36,36.0,36.0,99
SALE00224,CUST020,2023-08-12,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,342,433.47,TXN00224,2023-08-12,Cash Outflow,129753,Investing Activities,Transaction 224,36,36,36.0,36.0,342
SALE00258,CUST020,2023-09-15,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,90,86.52,TXN00258,2023-09-15,Cash Outflow,19071,Financing Activities,Transaction 258,36,36,36.0,36.0,90
SALE00274,CUST020,2023-10-01,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,315,471.03,TXN00274,2023-10-01,Cash Outflow,81603,Investing Activities,Transaction 274,36,36,36.0,36.0,315
SALE00359,CUST020,2023-12-25,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,279,459.7,TXN00359,2023-12-25,Cash Inflow,155061,Operating Activities,Transaction 359,36,36,36.0,36.0,279
SALE00445,CUST020,2024-03-20,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,99,412.69,TXN00445,2024-03-20,Cash Outflow,53910,Investing Activities,Transaction 445,36,36,36.0,36.0,99
SALE00608,CUST020,2024-08-30,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,234,227.2,TXN00608,2024-08-30,Cash Outflow,147564,Financing Activities,Transaction 608,36,36,36.0,36.0,234
SALE00770,CUST020,2025-02-08,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,360,369.47,TXN00770,2025-02-08,Cash Inflow,66816,Investing Activities,Transaction 770,36,36,36.0,36.0,360
SALE00790,CUST020,2025-02-28,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,378,393.47,TXN00790,2025-02-28,Cash Inflow,149193,Financing Activities,Transaction 790,36,36,36.0,36.0,378
SALE00081,CUST043,2023-03-22,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,96,343.42,TXN00081,2023-03-22,Cash Inflow,128508,Financing Activities,Transaction 81,-192,-192,-192.0,-192.0,96
SALE00128,CUST043,2023-05-08,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,180,302.76,TXN00128,2023-05-08,Cash Inflow,127920,Investing Activities,Transaction 128,-192,-192,-192.0,-192.0,180
SALE00132,CUST043,2023-05-12,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,312,90.36,TXN00132,2023-05-12,Cash Inflow,68880,Investing Activities,Transaction 132,-192,-192,-192.0,-192.0,312
SALE00198,CUST043,2023-07-17,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,72,205.53,TXN00198,2023-07-17,Cash Outflow,27132,Operating Activities,Transaction 198,-192,-192,-192.0,-192.0,72
SALE00222,CUST043,2023-08-10,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,588,355.64,TXN00222,2023-08-10,Cash Inflow,112044,Financing Activities,Transaction 222,-192,-192,-192.0,-192.0,588
SALE00482,CUST043,2024-04-26,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,384,255.56,TXN00482,2024-04-26,Cash Outflow,186840,Investing Activities,Transaction 482,-192,-192,-192.0,-192.0,384
SALE00526,CUST043,2024-06-09,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,36,199.37,TXN00526,2024-06-09,Cash Inflow,227220,Operating Activities,Transaction 526,-192,-192,-192.0,-192.0,36
SALE00566,CUST043,2024-07-19,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,12,313.28,TXN00566,2024-07-19,Cash Outflow,27144,Operating Activities,Transaction 566,-192,-192,-192.0,-192.0,12
SALE00829,CUST043,2025-04-08,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,108,179.5,TXN00829,2025-04-08,Cash Inflow,35136,Investing Activities,Transaction 829,-192,-192,-192.0,-192.0,108
SALE00847,CUST043,2025-04-26,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,48,175.75,TXN00847,2025-04-26,Cash Outflow,165132,Financing Activities,Transaction 847,-192,-192,-192.0,-192.0,48
SALE00870,CUST043,2025-05-19,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,504,115.88,TXN00870,2025-05-19,Cash Outflow,70680,Investing Activities,Transaction 870,-192,-192,-192.0,-192.0,504
SALE00967,CUST043,2025-08-24,2023-09-14,2023-03-06,59017.54,55338.5,2023-11-11,156,129.73,TXN00967,2025-08-24,Cash Inflow,129912,Investing Activities,Transaction 967,-192,-192,-192.0,-192.0,156
SALE00083,CUST031,2023-03-24,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,400,487.6,TXN00083,2023-03-24,Cash Inflow,100500,Financing Activities,Transaction 83,57,57,57.0,57.0,400
SALE00106,CUST031,2023-04-16,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,460,167.83,TXN00106,2023-04-16,Cash Outflow,67380,Operating Activities,Transaction 106,57,57,57.0,57.0,460
SALE00315,CUST031,2023-11-11,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,320,476.22,TXN00315,2023-11-11,Cash Inflow,180860,Operating Activities,Transaction 315,57,57,57.0,57.0,320
SALE00429,CUST031,2024-03-04,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,460,233.86,TXN00429,2024-03-04,Cash Inflow,54440,Operating Activities,Transaction 429,57,57,57.0,57.0,460
SALE00436,CUST031,2024-03-11,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,470,173.45,TXN00436,2024-03-11,Cash Outflow,96810,Financing Activities,Transaction 436,57,57,57.0,57.0,470
SALE00599,CUST031,2024-08-21,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,20,252.77,TXN00599,2024-08-21,Cash Outflow,8380,Financing Activities,Transaction 599,57,57,57.0,57.0,20
SALE00714,CUST031,2024-12-14,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,80,193.88,TXN00714,2024-12-14,Cash Outflow,12260,Financing Activities,Transaction 714,57,57,57.0,57.0,80
SALE00755,CUST031,2025-01-24,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,350,83.01,TXN00755,2025-01-24,Cash Outflow,100160,Investing Activities,Transaction 755,57,57,57.0,57.0,350
SALE00824,CUST031,2025-04-03,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,250,86.63,TXN00824,2025-04-03,Cash Inflow,168780,Investing Activities,Transaction 824,57,57,57.0,57.0,250
SALE00830,CUST031,2025-04-09,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,150,164.44,TXN00830,2025-04-09,Cash Outflow,117960,Investing Activities,Transaction 830,57,57,57.0,57.0,150
SALE00084,CUST091,2023-03-25,2023-01-23,2023-11-08,86177.92,94357.38,2023-07-31,60,363.72,TXN00084,2023-03-25,Cash Outflow,77055,Operating Activities,Transaction 84,289,289,289.0,289.0,60
SALE00089,CUST091,2023-03-30,2023-01-23,2023-11-08,86177.92,94357.38,2023-07-31,405,364.9,TXN00089,2023-03-30,Cash Outflow,113145,Financing Activities,Transaction 89,289,289,289.0,289.0,405
SALE00361,CUST091,2023-12-27,2023-01-23,2023-11-08,86177.92,94357.38,2023-07-31,540,52.65,TXN00361,2023-12-27,Cash Outflow,44145,Operating Activities,Transaction 361,289,289,289.0,289.0,540
SALE00458,CUST091,2024-04-02,2023-01-23,2023-11-08,86177.92,94357.38,2023-07-31,105,55.54,TXN00458,2024-04-02,Cash Outflow,223830,Operating Activities,Transaction 458,289,289,289.0,289.0,105
SALE00663,CUST091,2024-10-24,2023-01-23,2023-11-08,86177.92,94357.38,2023-07-31,510,253.06,TXN00663,2024-10-24,Cash Inflow,202260,Financing Activities,Transaction 663,289,289,289.0,289.0,510
SALE00091,CUST095,2023-04-01,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,352,81.5,TXN00091,2023-04-01,Cash Outflow,216876,Financing Activities,Transaction 91,99,99,99.0,99.0,352
SALE00252,CUST095,2023-09-09,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,33,80.34,TXN00252,2023-09-09,Cash Inflow,188584,Financing Activities,Transaction 252,99,99,99.0,99.0,33
SALE00256,CUST095,2023-09-13,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,55,102.29,TXN00256,2023-09-13,Cash Inflow,208384,Financing Activities,Transaction 256,99,99,99.0,99.0,55
SALE00307,CUST095,2023-11-03,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,462,227.77,TXN00307,2023-11-03,Cash Outflow,129206,Financing Activities,Transaction 307,99,99,99.0,99.0,462
SALE00333,CUST095,2023-11-29,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,77,477.78,TXN00333,2023-11-29,Cash Outflow,206239,Investing Activities,Transaction 333,99,99,99.0,99.0,77
SALE00334,CUST095,2023-11-30,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,88,330.8,TXN00334,2023-11-30,Cash Inflow,127644,Financing Activities,Transaction 334,99,99,99.0,99.0,88
SALE00393,CUST095,2024-01-28,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,473,122.82,TXN00393,2024-01-28,Cash Outflow,56782,Operating Activities,Transaction 393,99,99,99.0,99.0,473
SALE00494,CUST095,2024-05-08,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,176,85.36,TXN00494,2024-05-08,Cash Outflow,101255,Investing Activities,Transaction 494,99,99,99.0,99.0,176
SALE00527,CUST095,2024-06-10,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,264,286.58,TXN00527,2024-06-10,Cash Inflow,100463,Investing Activities,Transaction 527,99,99,99.0,99.0,264
SALE00628,CUST095,2024-09-19,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,253,217.91,TXN00628,2024-09-19,Cash Outflow,212333,Operating Activities,Transaction 628,99,99,99.0,99.0,253
SALE00709,CUST095,2024-12-09,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,517,162.36,TXN00709,2024-12-09,Cash Outflow,161689,Investing Activities,Transaction 709,99,99,99.0,99.0,517
SALE00092,CUST015,2023-04-02,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,152,60.37,TXN00092,2023-04-02,Cash Outflow,37312,Operating Activities,Transaction 92,-6,-6,-6.0,-6.0,152
SALE00184,CUST015,2023-07-03,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,152,319.94,TXN00184,2023-07-03,Cash Inflow,64488,Operating Activities,Transaction 184,-6,-6,-6.0,-6.0,152
SALE00280,CUST015,2023-10-07,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,112,306.43,TXN00280,2023-10-07,Cash Outflow,47320,Investing Activities,Transaction 280,-6,-6,-6.0,-6.0,112
SALE00349,CUST015,2023-12-15,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,264,488.6,TXN00349,2023-12-15,Cash Outflow,10344,Operating Activities,Transaction 349,-6,-6,-6.0,-6.0,264
SALE00350,CUST015,2023-12-16,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,32,413.36,TXN00350,2023-12-16,Cash Inflow,20928,Financing Activities,Transaction 350,-6,-6,-6.0,-6.0,32
SALE00452,CUST015,2024-03-27,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,216,487.34,TXN00452,2024-03-27,Cash Outflow,68304,Investing Activities,Transaction 452,-6,-6,-6.0,-6.0,216
SALE00490,CUST015,2024-05-04,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,392,113.87,TXN00490,2024-05-04,Cash Inflow,31616,Investing Activities,Transaction 490,-6,-6,-6.0,-6.0,392
SALE00512,CUST015,2024-05-26,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,256,257.99,TXN00512,2024-05-26,Cash Outflow,156504,Operating Activities,Transaction 512,-6,-6,-6.0,-6.0,256
SALE00619,CUST015,2024-09-10,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,288,495.88,TXN00619,2024-09-10,Cash Inflow,37856,Operating Activities,Transaction 619,-6,-6,-6.0,-6.0,288
SALE00651,CUST015,2024-10-12,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,288,86.75,TXN00651,2024-10-12,Cash Inflow,8360,Investing Activities,Transaction 651,-6,-6,-6.0,-6.0,288
SALE00751,CUST015,2025-01-20,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,144,305.05,TXN00751,2025-01-20,Cash Outflow,28160,Financing Activities,Transaction 751,-6,-6,-6.0,-6.0,144
SALE00783,CUST015,2025-02-21,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,264,490.03,TXN00783,2025-02-21,Cash Outflow,64488,Financing Activities,Transaction 783,-6,-6,-6.0,-6.0,264
SALE00828,CUST015,2025-04-07,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,120,285.38,TXN00828,2025-04-07,Cash Outflow,99512,Operating Activities,Transaction 828,-6,-6,-6.0,-6.0,120
SALE00860,CUST015,2025-05-09,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,48,207.95,TXN00860,2025-05-09,Cash Inflow,106856,Operating Activities,Transaction 860,-6,-6,-6.0,-6.0,48
SALE00992,CUST015,2025-09-18,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,256,47.77,TXN00992,2025-09-18,Cash Outflow,6816,Financing Activities,Transaction 992,-6,-6,-6.0,-6.0,256
SALE00093,CUST016,2023-04-03,2023-02-13,2023-06-12,22541.61,35506.28,2023-04-25,147,289.74,TXN00093,2023-04-03,Cash Outflow,59087,Investing Activities,Transaction 93,119,119,119.0,119.0,147
