SaleID,CustomerID,SaleDate,SaleAmount,ProductID,QuantitySold,UnitPrice,TotalValue,PaymentMethod,SaleStatus
SALE00413,CUST096,2024-02-17,11027,PROD0268,49,139.8,6850.200000000001,Bank Transfer,Completed
SALE00866,CUST006,2025-05-15,604,PROD0216,9,424.99,3824.91,Cash,Completed
SALE00212,CUST066,2023-07-31,2793,PROD0101,24,230.22,5525.28,Bank Transfer,Completed
SALE00459,CUST023,2024-04-03,14932,PROD0046,6,135.95,815.6999999999999,Cash,Completed
SALE00534,CUST040,2024-06-17,953,PROD0138,28,220.87,6184.360000000001,Bank Transfer,Completed
SALE00286,CUST040,2023-10-13,10025,PROD0109,35,151.46,5301.1,Cash,Pending
SALE00574,CUST100,2024-07-27,4852,PROD0377,23,140.27,3226.21,Bank Transfer,Completed
SALE00083,CUST031,2023-03-24,7655,PROD0288,40,487.6,19504.0,Credit Card,Pending
SALE00710,CUST058,2024-12-10,11438,PROD0053,12,373.75,4485.0,Credit Card,Completed
SALE00838,CUST099,2025-04-17,6688,PROD0118,6,202.79,1216.74,Cash,Completed
SALE00536,CUST056,2024-06-19,12028,PROD0391,8,46.57,372.56,Credit Card,Completed
SALE00369,CUST044,2024-01-04,6297,PROD0212,47,300.83,14139.009999999998,Bank Transfer,Completed
SALE00997,CUST019,2025-09-23,7240,PROD0373,37,43.57,1612.09,Credit Card,Pending
SALE00065,CUST056,2023-03-06,11116,PROD0137,24,100.87,2420.88,Bank Transfer,Pending
SALE00411,CUST080,2024-02-15,4835,PROD0039,8,453.71,3629.68,Bank Transfer,Completed
SALE00532,CUST085,2024-06-15,11066,PROD0169,3,313.55,940.6500000000001,Credit Card,Completed
SALE00771,CUST006,2025-02-09,11432,PROD0208,26,156.73,4074.9799999999996,Cash,Pending
SALE00198,CUST043,2023-07-17,3342,PROD0321,6,205.53,1233.18,Credit Card,Pending
SALE00435,CUST041,2024-03-10,5700,PROD0065,21,228.71,4802.91,Credit Card,Completed
SALE00750,CUST061,2025-01-19,1465,PROD0333,29,303.69,8807.01,Cash,Pending
SALE00431,CUST069,2024-03-06,4993,PROD0230,23,35.65,819.9499999999999,Cash,Pending
SALE00900,CUST074,2025-06-18,3684,PROD0333,40,201.46,8058.400000000001,Cash,Completed
SALE00474,CUST017,2024-04-18,3494,PROD0480,49,147.05,7205.450000000001,Cash,Completed
SALE00363,CUST082,2023-12-29,3270,PROD0188,24,193.02,4632.4800000000005,Cash,Pending
SALE00052,CUST022,2023-02-21,3656,PROD0404,24,241.05,5785.200000000001,Bank Transfer,Completed
SALE00494,CUST095,2024-05-08,1509,PROD0029,16,85.36,1365.76,Bank Transfer,Pending
SALE00068,CUST071,2023-03-09,7141,PROD0135,6,303.18,1819.08,Cash,Completed
SALE00193,CUST050,2023-07-12,14920,PROD0176,37,293.91,10874.67,Bank Transfer,Completed
SALE00506,CUST099,2024-05-20,637,PROD0238,4,165.59,662.36,Cash,Completed
SALE00470,CUST061,2024-04-14,3075,PROD0116,7,179.7,1257.8999999999999,Cash,Completed
SALE00916,CUST025,2025-07-04,7675,PROD0085,13,449.51,5843.63,Bank Transfer,Pending
SALE00296,CUST010,2023-10-23,4489,PROD0353,30,194.08,5822.400000000001,Cash,Completed
SALE00999,CUST021,2025-09-25,11016,PROD0225,22,210.07,4621.54,Credit Card,Pending
SALE00248,CUST051,2023-09-05,11737,PROD0018,11,177.9,1956.9,Cash,Pending
SALE00071,CUST002,2023-03-12,5586,PROD0490,43,283.62,12195.66,Bank Transfer,Completed
SALE00972,CUST085,2025-08-29,13240,PROD0343,32,453.63,14516.16,Bank Transfer,Completed
SALE00973,CUST008,2025-08-30,7549,PROD0148,13,372.44,4841.72,Cash,Completed
SALE00697,CUST076,2024-11-27,9067,PROD0220,44,292.81,12883.64,Credit Card,Completed
SALE00651,CUST015,2024-10-12,2589,PROD0258,36,86.75,3123.0,Bank Transfer,Completed
SALE00787,CUST081,2025-02-25,11274,PROD0420,44,297.37,13084.28,Cash,Completed
SALE00295,CUST060,2023-10-22,9058,PROD0043,14,435.76,6100.639999999999,Cash,Pending
SALE00171,CUST087,2023-06-20,7485,PROD0022,41,302.88,12418.08,Credit Card,Completed
SALE00229,CUST030,2023-08-17,1406,PROD0332,26,70.26,1826.7600000000002,Bank Transfer,Pending
SALE00113,CUST055,2023-04-23,8629,PROD0209,9,476.26,4286.34,Bank Transfer,Completed
SALE00018,CUST067,2023-01-18,8422,PROD0356,31,412.54,12788.74,Cash,Completed
SALE00440,CUST004,2024-03-15,13046,PROD0052,26,321.13,8349.38,Bank Transfer,Completed
SALE00857,CUST006,2025-05-06,13216,PROD0035,41,277.1,11361.1,Credit Card,Completed
SALE00056,CUST035,2023-02-25,11180,PROD0165,17,54.67,929.39,Credit Card,Completed
SALE00472,CUST002,2024-04-16,1284,PROD0260,20,259.76,5195.2,Bank Transfer,Pending
SALE00599,CUST031,2024-08-21,3772,PROD0066,2,252.77,505.54,Credit Card,Completed
SALE00941,CUST099,2025-07-29,10800,PROD0103,41,365.34,14978.939999999999,Bank Transfer,Completed
SALE00840,CUST074,2025-04-19,5401,PROD0367,46,395.98,18215.08,Credit Card,Pending
SALE00715,CUST052,2024-12-15,11640,PROD0295,31,273.96,8492.76,Cash,Completed
SALE00228,CUST090,2023-08-16,13788,PROD0314,8,493.48,3947.84,Credit Card,Pending
SALE00956,CUST059,2025-08-13,109,PROD0340,42,459.92,19316.64,Cash,Pending
SALE00105,CUST038,2023-04-15,12090,PROD0341,26,185.32,4818.32,Credit Card,Pending
SALE00854,CUST004,2025-05-03,14071,PROD0439,43,214.82,9237.26,Credit Card,Completed
SALE00790,CUST020,2025-02-28,4829,PROD0171,42,393.47,16525.74,Credit Card,Completed
SALE00161,CUST018,2023-06-10,14283,PROD0225,26,318.09,8270.34,Credit Card,Completed
SALE00544,CUST049,2024-06-27,14740,PROD0001,43,124.0,5332.0,Bank Transfer,Completed
SALE00774,CUST064,2025-02-12,7292,PROD0440,39,253.12,9871.68,Bank Transfer,Completed
SALE00759,CUST069,2025-01-28,8182,PROD0327,17,112.82,1917.9399999999998,Bank Transfer,Completed
SALE00692,CUST060,2024-11-22,9045,PROD0351,39,374.28,14596.919999999998,Credit Card,Completed
SALE00125,CUST061,2023-05-05,2162,PROD0106,8,247.36,1978.88,Cash,Completed
SALE00260,CUST012,2023-09-17,3681,PROD0104,2,482.04,964.08,Credit Card,Completed
SALE00817,CUST062,2025-03-27,6272,PROD0220,3,145.05,435.15000000000003,Credit Card,Pending
SALE00837,CUST080,2025-04-16,1910,PROD0148,43,442.25,19016.75,Credit Card,Pending
SALE00513,CUST012,2024-05-27,5725,PROD0217,10,123.95,1239.5,Credit Card,Pending
SALE00097,CUST059,2023-04-07,4397,PROD0423,42,179.55,7541.1,Credit Card,Completed
SALE00773,CUST059,2025-02-11,4591,PROD0200,44,322.4,14185.599999999999,Bank Transfer,Completed
SALE00530,CUST032,2024-06-13,13221,PROD0210,47,247.45,11630.15,Credit Card,Completed
SALE00609,CUST064,2024-08-31,7104,PROD0253,29,33.44,969.76,Cash,Completed
SALE00251,CUST081,2023-09-08,1595,PROD0151,43,75.03,3226.29,Cash,Pending
SALE00422,CUST099,2024-02-26,14473,PROD0011,11,338.11,3719.21,Credit Card,Pending
SALE00157,CUST075,2023-06-06,14139,PROD0266,39,95.35,3718.6499999999996,Credit Card,Pending
SALE00798,CUST017,2025-03-08,4946,PROD0141,35,469.3,16425.5,Credit Card,Completed
SALE00278,CUST032,2023-10-05,6628,PROD0044,5,180.8,904.0,Credit Card,Pending
SALE00342,CUST013,2023-12-08,11661,PROD0099,27,338.35,9135.45,Bank Transfer,Completed
SALE00843,CUST093,2025-04-22,9005,PROD0458,13,489.98,6369.74,Credit Card,Pending
SALE00265,CUST094,2023-09-22,3796,PROD0206,1,18.58,18.58,Credit Card,Completed
SALE00426,CUST076,2024-03-01,10777,PROD0275,37,300.48,11117.76,Bank Transfer,Pending
SALE00705,CUST054,2024-12-05,3367,PROD0416,49,146.17,7162.329999999999,Cash,Completed
SALE00746,CUST006,2025-01-15,14497,PROD0045,9,120.46,1084.1399999999999,Credit Card,Pending
SALE00907,CUST025,2025-06-25,8220,PROD0496,38,105.85,4022.2999999999997,Cash,Pending
SALE00974,CUST069,2025-08-31,4258,PROD0101,46,103.72,4771.12,Bank Transfer,Pending
SALE00448,CUST054,2024-03-23,9535,PROD0324,7,490.81,3435.67,Credit Card,Completed
SALE00922,CUST099,2025-07-10,6919,PROD0065,45,187.92,8456.4,Bank Transfer,Completed
SALE00845,CUST060,2025-04-24,11894,PROD0370,25,365.33,9133.25,Bank Transfer,Completed
SALE00593,CUST038,2024-08-15,612,PROD0489,32,47.44,1518.08,Credit Card,Completed
SALE00390,CUST060,2024-01-25,4533,PROD0365,47,272.33,12799.509999999998,Credit Card,Completed
SALE00879,CUST005,2025-05-28,6416,PROD0220,13,489.25,6360.25,Cash,Pending
SALE00676,CUST072,2024-11-06,11790,PROD0369,45,98.49,4432.05,Bank Transfer,Completed
SALE00132,CUST043,2023-05-12,2127,PROD0296,26,90.36,2349.36,Bank Transfer,Completed
SALE00859,CUST018,2025-05-08,9676,PROD0309,3,121.43,364.29,Cash,Completed
SALE00503,CUST054,2024-05-17,5696,PROD0273,49,78.21,3832.2899999999995,Cash,Completed
SALE00442,CUST045,2024-03-17,4742,PROD0431,35,93.53,3273.55,Credit Card,Pending
SALE00811,CUST068,2025-03-21,13804,PROD0160,39,241.31,9411.09,Bank Transfer,Completed
SALE00625,CUST047,2024-09-16,2241,PROD0402,25,279.31,6982.75,Cash,Completed
SALE00128,CUST043,2023-05-08,8106,PROD0108,15,302.76,4541.4,Cash,Completed
SALE00856,CUST023,2025-05-05,8747,PROD0147,26,345.04,8971.04,Bank Transfer,Pending
SALE00306,CUST004,2023-11-02,8900,PROD0471,45,277.39,12482.55,Bank Transfer,Pending
SALE00896,CUST097,2025-06-14,3476,PROD0483,12,280.73,3368.76,Credit Card,Completed
SALE00291,CUST008,2023-10-18,302,PROD0256,8,224.7,1797.6,Bank Transfer,Pending
SALE00022,CUST061,2023-01-22,13903,PROD0471,34,10.5,357.0,Bank Transfer,Completed
SALE00445,CUST020,2024-03-20,7779,PROD0267,11,412.69,4539.59,Bank Transfer,Pending
SALE00597,CUST056,2024-08-19,5337,PROD0278,9,392.77,3534.93,Credit Card,Pending
SALE00340,CUST009,2023-12-06,5634,PROD0218,30,312.5,9375.0,Credit Card,Completed
SALE00093,CUST016,2023-04-03,14837,PROD0352,21,289.74,6084.54,Credit Card,Completed
SALE00094,CUST013,2023-04-04,6973,PROD0144,5,19.0,95.0,Bank Transfer,Completed
SALE00568,CUST058,2024-07-21,12656,PROD0244,5,418.81,2094.05,Cash,Completed
SALE00601,CUST014,2024-08-23,7504,PROD0268,25,230.56,5764.0,Cash,Pending
SALE00357,CUST009,2023-12-23,3208,PROD0008,38,398.77,15153.259999999998,Credit Card,Completed
SALE00743,CUST081,2025-01-12,6017,PROD0179,14,259.95,3639.2999999999997,Cash,Pending
SALE00386,CUST081,2024-01-21,14272,PROD0476,38,84.96,3228.4799999999996,Credit Card,Pending
SALE00310,CUST038,2023-11-06,11689,PROD0251,40,92.54,3701.6000000000004,Bank Transfer,Pending
SALE00347,CUST040,2023-12-13,14781,PROD0383,37,361.64,13380.68,Bank Transfer,Completed
SALE00392,CUST014,2024-01-27,2969,PROD0043,46,163.01,7498.459999999999,Bank Transfer,Pending
SALE00014,CUST062,2023-01-14,14523,PROD0272,40,327.31,13092.4,Bank Transfer,Completed
SALE00550,CUST066,2024-07-03,2591,PROD0401,31,398.13,12342.03,Bank Transfer,Pending
SALE00477,CUST096,2024-04-21,1916,PROD0366,28,89.26,2499.28,Bank Transfer,Completed
SALE00720,CUST022,2024-12-20,6088,PROD0123,16,15.41,246.56,Cash,Completed
SALE00082,CUST061,2023-03-23,4043,PROD0181,4,203.82,815.28,Cash,Pending
SALE00098,CUST021,2023-04-08,10273,PROD0245,22,390.14,8583.08,Credit Card,Pending
SALE00349,CUST015,2023-12-15,9308,PROD0437,33,488.6,16123.800000000001,Cash,Completed
SALE00334,CUST095,2023-11-30,1902,PROD0495,8,330.8,2646.4,Cash,Completed
SALE00236,CUST007,2023-08-24,7626,PROD0206,19,60.62,1151.78,Credit Card,Completed
SALE00716,CUST089,2024-12-16,7264,PROD0378,21,266.84,5603.639999999999,Credit Card,Completed
SALE00734,CUST008,2025-01-03,12424,PROD0349,10,334.89,3348.8999999999996,Cash,Pending
SALE00805,CUST013,2025-03-15,11593,PROD0319,16,13.44,215.04,Credit Card,Completed
SALE00763,CUST023,2025-02-01,10111,PROD0278,35,69.96,2448.6,Cash,Completed
SALE00780,CUST013,2025-02-18,1267,PROD0465,25,475.65,11891.25,Cash,Completed
SALE00256,CUST095,2023-09-13,13908,PROD0187,5,102.29,511.45000000000005,Cash,Completed
SALE00701,CUST072,2024-12-01,517,PROD0265,12,283.44,3401.2799999999997,Credit Card,Completed
SALE00352,CUST063,2023-12-18,2149,PROD0337,2,70.38,140.76,Cash,Pending
SALE00488,CUST040,2024-05-02,11193,PROD0235,30,363.5,10905.0,Credit Card,Pending
SALE00836,CUST057,2025-04-15,3586,PROD0025,37,72.71,2690.27,Cash,Pending
SALE00559,CUST066,2024-07-12,4969,PROD0457,19,131.8,2504.2000000000003,Credit Card,Pending
SALE00991,CUST067,2025-09-17,2100,PROD0429,41,45.61,1870.01,Cash,Pending
SALE00764,CUST089,2025-02-02,817,PROD0408,44,370.4,16297.599999999999,Credit Card,Pending
SALE00591,CUST080,2024-08-13,1181,PROD0432,46,471.99,21711.54,Credit Card,Pending
SALE00921,CUST010,2025-07-09,13759,PROD0489,40,310.6,12424.0,Cash,Pending
SALE00562,CUST068,2024-07-15,7127,PROD0008,36,397.27,14301.72,Bank Transfer,Completed
SALE00271,CUST071,2023-09-28,4837,PROD0087,15,399.8,5997.0,Bank Transfer,Completed
SALE00027,CUST028,2023-01-27,6520,PROD0374,5,428.56,2142.8,Bank Transfer,Completed
SALE00852,CUST006,2025-05-01,3809,PROD0111,46,20.8,956.8000000000001,Cash,Completed
SALE00918,CUST099,2025-07-06,4568,PROD0232,5,229.33,1146.65,Cash,Pending
SALE00335,CUST057,2023-12-01,8255,PROD0054,42,196.24,8242.08,Credit Card,Completed
SALE00498,CUST030,2024-05-12,8196,PROD0270,1,467.04,467.04,Bank Transfer,Completed
SALE00718,CUST001,2024-12-18,8967,PROD0455,23,421.58,9696.34,Cash,Completed
SALE00502,CUST009,2024-05-16,7306,PROD0348,28,307.12,8599.36,Bank Transfer,Pending
SALE00050,CUST037,2023-02-19,1628,PROD0338,38,360.31,13691.78,Credit Card,Pending
SALE00663,CUST091,2024-10-24,9187,PROD0422,34,253.06,8604.04,Bank Transfer,Completed
SALE00628,CUST095,2024-09-19,11351,PROD0357,23,217.91,5011.93,Cash,Pending
SALE00024,CUST094,2023-01-24,2533,PROD0141,12,239.58,2874.96,Cash,Completed
SALE00908,CUST028,2025-06-26,7214,PROD0419,8,101.49,811.92,Cash,Pending
SALE00415,CUST072,2024-02-19,9246,PROD0479,31,301.92,9359.52,Bank Transfer,Pending
SALE00317,CUST092,2023-11-13,6646,PROD0409,33,457.98,15113.34,Bank Transfer,Pending
SALE00253,CUST057,2023-09-10,3863,PROD0365,33,470.51,15526.83,Credit Card,Completed
SALE00368,CUST076,2024-01-03,6395,PROD0204,29,262.44,7610.76,Bank Transfer,Pending
SALE00447,CUST081,2024-03-22,7439,PROD0317,2,157.42,314.84,Credit Card,Pending
SALE00829,CUST043,2025-04-08,7594,PROD0280,9,179.5,1615.5,Credit Card,Completed
SALE00116,CUST099,2023-04-26,4987,PROD0348,22,301.44,6631.68,Cash,Completed
SALE00897,CUST018,2025-06-15,5745,PROD0168,42,56.13,2357.46,Credit Card,Pending
SALE00446,CUST077,2024-03-21,8308,PROD0359,38,10.61,403.17999999999995,Credit Card,Completed
SALE00687,CUST069,2024-11-17,4207,PROD0185,25,249.31,6232.75,Credit Card,Pending
SALE00372,CUST060,2024-01-07,12283,PROD0073,45,95.64,4303.8,Credit Card,Pending
SALE00003,CUST011,2023-01-03,5490,PROD0311,17,474.18,8061.06,Credit Card,Pending
SALE00224,CUST020,2023-08-12,11594,PROD0216,38,433.47,16471.86,Cash,Completed
SALE00560,CUST038,2024-07-13,976,PROD0189,48,75.56,3626.88,Credit Card,Completed
SALE00389,CUST077,2024-01-24,5073,PROD0437,23,241.72,5559.56,Cash,Completed
SALE00432,CUST062,2024-03-07,14719,PROD0369,1,195.45,195.45,Bank Transfer,Completed
SALE00739,CUST090,2025-01-08,10618,PROD0122,26,98.85,2570.1,Bank Transfer,Pending
SALE00861,CUST040,2025-05-10,3172,PROD0238,5,275.85,1379.25,Credit Card,Completed
SALE00793,CUST032,2025-03-03,5434,PROD0453,13,120.52,1566.76,Cash,Completed
SALE00699,CUST090,2024-11-29,9917,PROD0119,38,222.56,8457.28,Cash,Completed
SALE00165,CUST082,2023-06-14,5156,PROD0042,13,276.22,3590.8600000000006,Bank Transfer,Pending
SALE00484,CUST094,2024-04-28,3963,PROD0429,30,274.47,8234.1,Bank Transfer,Pending
SALE00575,CUST060,2024-07-28,8411,PROD0146,12,326.58,3918.96,Bank Transfer,Pending
SALE00690,CUST002,2024-11-20,12261,PROD0251,42,212.57,8927.94,Cash,Completed
SALE00894,CUST087,2025-06-12,6290,PROD0098,25,377.86,9446.5,Credit Card,Completed
SALE00123,CUST025,2023-05-03,7308,PROD0199,36,393.88,14179.68,Bank Transfer,Pending
SALE00553,CUST028,2024-07-06,3224,PROD0218,7,183.58,1285.0600000000002,Bank Transfer,Completed
SALE00087,CUST074,2023-03-28,10905,PROD0138,32,476.8,15257.6,Cash,Completed
SALE00172,CUST041,2023-06-21,602,PROD0185,45,398.55,17934.75,Cash,Completed
SALE00230,CUST081,2023-08-18,12321,PROD0150,45,123.25,5546.25,Bank Transfer,Completed
SALE00464,CUST090,2024-04-08,799,PROD0269,43,88.06,3786.58,Bank Transfer,Pending
SALE00731,CUST038,2024-12-31,9979,PROD0111,26,392.4,10202.4,Bank Transfer,Completed
SALE00990,CUST029,2025-09-16,12863,PROD0390,10,495.95,4959.5,Credit Card,Pending
SALE00283,CUST037,2023-10-10,1807,PROD0044,34,496.74,16889.16,Credit Card,Pending
SALE00826,CUST008,2025-04-05,8791,PROD0392,1,32.79,32.79,Bank Transfer,Completed
SALE00616,CUST058,2024-09-07,13384,PROD0237,18,259.2,4665.599999999999,Cash,Completed
SALE00237,CUST080,2023-08-25,9001,PROD0127,20,296.49,5929.8,Bank Transfer,Pending
SALE00882,CUST070,2025-05-31,13560,PROD0187,9,176.49,1588.41,Cash,Completed
SALE00387,CUST006,2024-01-22,3061,PROD0052,6,125.27,751.62,Cash,Pending
SALE00379,CUST039,2024-01-14,12215,PROD0173,43,368.66,15852.380000000001,Credit Card,Pending
SALE00992,CUST015,2025-09-18,11048,PROD0075,32,47.77,1528.64,Credit Card,Completed
SALE00708,CUST073,2024-12-08,5845,PROD0197,49,332.2,16277.8,Bank Transfer,Completed
SALE00312,CUST087,2023-11-08,10086,PROD0291,39,382.08,14901.119999999999,Credit Card,Pending
SALE00200,CUST012,2023-07-19,1159,PROD0124,4,14.42,57.68,Bank Transfer,Pending
SALE00903,CUST069,2025-06-21,8153,PROD0310,11,231.33,2544.63,Cash,Completed
SALE00963,CUST046,2025-08-20,1115,PROD0313,18,134.62,2423.16,Credit Card,Completed
SALE00911,CUST074,2025-06-29,11075,PROD0046,26,381.17,9910.42,Credit Card,Completed
SALE00327,CUST044,2023-11-23,3076,PROD0129,40,360.59,14423.599999999999,Cash,Completed
SALE00059,CUST060,2023-02-28,10727,PROD0324,4,269.87,1079.48,Credit Card,Pending
SALE00844,CUST039,2025-04-23,6077,PROD0301,34,81.03,2755.02,Credit Card,Completed
SALE00736,CUST047,2025-01-05,3540,PROD0067,7,97.4,681.8000000000001,Credit Card,Pending
SALE00112,CUST032,2023-04-22,8016,PROD0095,27,338.49,9139.23,Credit Card,Pending
SALE00870,CUST043,2025-05-19,7676,PROD0427,42,115.88,4866.96,Bank Transfer,Pending
SALE00328,CUST060,2023-11-24,2059,PROD0212,40,265.4,10616.0,Bank Transfer,Completed
SALE00222,CUST043,2023-08-10,10330,PROD0357,49,355.64,17426.36,Cash,Pending
SALE00184,CUST015,2023-07-03,7958,PROD0012,19,319.94,6078.86,Bank Transfer,Completed
SALE00566,CUST043,2024-07-19,8087,PROD0292,1,313.28,313.28,Bank Transfer,Pending
SALE00955,CUST090,2025-08-12,14885,PROD0432,23,155.28,3571.44,Credit Card,Completed
SALE00688,CUST073,2024-11-18,5826,PROD0085,43,83.83,3604.69,Bank Transfer,Completed
SALE00602,CUST025,2024-08-24,13284,PROD0222,39,121.21,4727.19,Bank Transfer,Pending
SALE00078,CUST027,2023-03-19,14641,PROD0189,31,492.33,15262.23,Bank Transfer,Pending
SALE00909,CUST098,2025-06-27,13423,PROD0444,5,56.08,280.4,Credit Card,Pending
SALE00166,CUST087,2023-06-15,8210,PROD0303,20,261.86,5237.200000000001,Credit Card,Completed
SALE00075,CUST054,2023-03-16,875,PROD0163,47,169.7,7975.9,Cash,Completed
SALE00284,CUST040,2023-10-11,11069,PROD0098,12,378.69,4544.28,Cash,Completed
SALE00983,CUST023,2025-09-09,10444,PROD0058,45,372.25,16751.25,Bank Transfer,Pending
SALE00115,CUST058,2023-04-25,9368,PROD0459,47,449.15,21110.05,Credit Card,Pending
SALE00383,CUST096,2024-01-18,5692,PROD0188,11,385.66,4242.26,Credit Card,Completed
SALE00538,CUST086,2024-06-21,674,PROD0381,35,140.04,4901.4,Credit Card,Pending
SALE00331,CUST017,2023-11-27,2485,PROD0096,6,449.39,2696.34,Cash,Completed
SALE00152,CUST042,2023-06-01,3204,PROD0166,15,207.6,3114.0,Credit Card,Pending
SALE00686,CUST093,2024-11-16,10736,PROD0025,1,482.91,482.91,Bank Transfer,Pending
SALE00962,CUST063,2025-08-19,5224,PROD0109,31,163.89,5080.589999999999,Bank Transfer,Completed
SALE00985,CUST014,2025-09-11,8802,PROD0297,48,164.31,7886.88,Credit Card,Completed
SALE00285,CUST072,2023-10-12,5891,PROD0261,35,54.34,1901.9,Credit Card,Completed
SALE00134,CUST020,2023-05-14,9787,PROD0171,23,365.17,8398.91,Credit Card,Pending
SALE00215,CUST066,2023-08-03,14031,PROD0125,2,133.74,267.48,Cash,Completed
SALE00518,CUST072,2024-06-01,12407,PROD0181,33,468.86,15472.380000000001,Credit Card,Pending
SALE00548,CUST049,2024-07-01,3954,PROD0418,21,425.53,8936.13,Cash,Completed
SALE00998,CUST077,2025-09-24,3736,PROD0355,29,383.95,11134.55,Cash,Pending
SALE00522,CUST065,2024-06-05,8273,PROD0422,7,10.16,71.12,Bank Transfer,Pending
SALE00155,CUST025,2023-06-04,2554,PROD0096,28,109.75,3073.0,Bank Transfer,Pending
SALE00007,CUST090,2023-01-07,11384,PROD0281,46,242.05,11134.300000000001,Cash,Completed
SALE00173,CUST059,2023-06-22,7010,PROD0468,18,330.95,5957.099999999999,Cash,Pending
SALE00703,CUST064,2024-12-03,8908,PROD0429,37,373.44,13817.28,Bank Transfer,Completed
SALE00273,CUST034,2023-09-30,13977,PROD0317,38,304.3,11563.4,Bank Transfer,Pending
SALE00554,CUST017,2024-07-07,5791,PROD0260,10,267.5,2675.0,Bank Transfer,Pending
SALE00595,CUST009,2024-08-17,13507,PROD0030,17,465.86,7919.62,Credit Card,Pending
SALE00500,CUST057,2024-05-14,12633,PROD0035,47,244.88,11509.36,Credit Card,Completed
SALE00592,CUST004,2024-08-14,13021,PROD0039,23,406.35,9346.050000000001,Cash,Pending
SALE00855,CUST093,2025-05-04,6719,PROD0203,34,53.53,1820.02,Bank Transfer,Completed
SALE00722,CUST001,2024-12-22,3067,PROD0387,8,381.75,3054.0,Credit Card,Pending
SALE00584,CUST048,2024-08-06,6049,PROD0260,35,310.9,10881.5,Cash,Completed
SALE00691,CUST065,2024-11-21,10838,PROD0144,25,381.51,9537.75,Credit Card,Completed
SALE00232,CUST055,2023-08-20,10967,PROD0036,5,323.6,1618.0,Credit Card,Completed
SALE00111,CUST100,2023-04-21,6963,PROD0396,45,30.18,1358.1,Bank Transfer,Completed
SALE00839,CUST030,2025-04-18,3023,PROD0338,39,415.66,16210.740000000002,Bank Transfer,Pending
SALE00305,CUST086,2023-11-01,6387,PROD0190,25,302.28,7556.999999999999,Cash,Pending
SALE00828,CUST015,2025-04-07,8802,PROD0464,15,285.38,4280.7,Cash,Completed
SALE00987,CUST071,2025-09-13,504,PROD0331,19,344.02,6536.379999999999,Bank Transfer,Completed
SALE00519,CUST027,2024-06-02,2468,PROD0064,23,439.29,10103.67,Cash,Pending
SALE00612,CUST067,2024-09-03,3247,PROD0442,23,332.93,7657.39,Cash,Pending
SALE00842,CUST069,2025-04-21,4286,PROD0066,11,252.3,2775.3,Bank Transfer,Pending
SALE00270,CUST050,2023-09-27,12389,PROD0493,11,65.42,719.62,Credit Card,Completed
SALE00862,CUST096,2025-05-11,6630,PROD0014,5,397.93,1989.65,Cash,Completed
SALE00547,CUST088,2024-06-30,13225,PROD0188,37,331.3,12258.1,Cash,Completed
SALE00492,CUST052,2024-05-06,254,PROD0409,29,168.04,4873.16,Bank Transfer,Pending
SALE00217,CUST054,2023-08-05,9655,PROD0280,28,195.89,5484.92,Bank Transfer,Completed
SALE00937,CUST054,2025-07-25,5420,PROD0463,40,166.64,6665.599999999999,Bank Transfer,Pending
SALE00324,CUST040,2023-11-20,1834,PROD0089,47,203.24,9552.28,Bank Transfer,Completed
SALE00361,CUST091,2023-12-27,10348,PROD0161,36,52.65,1895.3999999999999,Cash,Completed
SALE00216,CUST036,2023-08-04,3727,PROD0359,20,186.03,3720.6,Credit Card,Completed
SALE00384,CUST062,2024-01-19,198,PROD0441,10,83.35,833.5,Credit Card,Completed
SALE00144,CUST063,2023-05-24,3661,PROD0450,23,31.39,721.97,Cash,Pending
SALE00318,CUST046,2023-11-14,9661,PROD0095,23,408.75,9401.25,Bank Transfer,Pending
SALE00367,CUST063,2024-01-02,4599,PROD0364,5,322.61,1613.0500000000002,Credit Card,Completed
SALE00467,CUST039,2024-04-11,290,PROD0118,28,121.41,3399.48,Bank Transfer,Completed
SALE00827,CUST024,2025-04-06,9972,PROD0006,46,313.65,14427.9,Bank Transfer,Completed
SALE00726,CUST042,2024-12-26,4179,PROD0029,12,240.46,2885.52,Credit Card,Completed
SALE00325,CUST024,2023-11-21,1943,PROD0072,2,279.21,558.42,Bank Transfer,Pending
SALE00192,CUST014,2023-07-11,1857,PROD0226,6,300.53,1803.1799999999998,Cash,Pending
SALE00587,CUST063,2024-08-09,7660,PROD0039,24,478.55,11485.2,Credit Card,Completed
SALE00594,CUST027,2024-08-16,11141,PROD0132,17,146.89,2497.1299999999997,Credit Card,Completed
SALE00099,CUST054,2023-04-09,1095,PROD0415,21,471.21,9895.41,Credit Card,Completed
SALE00698,CUST039,2024-11-28,6848,PROD0179,30,439.8,13194.0,Credit Card,Completed
SALE00707,CUST094,2024-12-07,7768,PROD0215,10,441.11,4411.1,Credit Card,Pending
SALE00582,CUST042,2024-08-04,9032,PROD0187,34,329.34,11197.56,Bank Transfer,Completed
SALE00375,CUST048,2024-01-10,1748,PROD0243,31,387.27,12005.369999999999,Credit Card,Pending
SALE00106,CUST031,2023-04-16,9567,PROD0004,46,167.83,7720.18,Bank Transfer,Completed
SALE00732,CUST099,2025-01-01,6906,PROD0294,47,116.43,5472.21,Cash,Pending
SALE00954,CUST002,2025-08-11,10236,PROD0050,31,175.05,5426.55,Bank Transfer,Completed
