SaleID,Customer ID,SaleDate,Invoice Date,Payment Date,Invoice Amount,Payment Amount,Due Date,Invoice Amount,QuantitySold,UnitPrice,TransactionID,TransactionDate,TransactionType,Amount,Category,Description
SALE00280,CUST015,2023-10-07,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,28619.02,112,306.43,TXN00280,2023-10-07,Cash Outflow,47320,Investing Activities,Transaction 280
SALE00281,CUST084,2023-10-08,2023-04-11,2023-02-21,38249.73,47072.64,2023-05-13,38249.73,77,165.87,TXN00281,2023-10-08,Cash Outflow,27237,Investing Activities,Transaction 281
SALE00282,CUST003,2023-10-09,2023-07-25,2023-08-27,86558.03,89401.25,2023-08-12,86558.03,135,434.55,TXN00282,2023-10-09,Cash Outflow,174855,Investing Activities,Transaction 282
SALE00283,CUST037,2023-10-10,2023-01-09,2023-12-05,39262.39,38088.11,2023-01-18,39262.39,238,496.74,TXN00283,2023-10-10,Cash Outflow,45157,Operating Activities,Transaction 283
SALE00284,CUST040,2023-10-11,2023-08-01,2023-10-18,42503.47,41455.94,2023-08-19,42503.47,108,378.69,TXN00284,2023-10-11,Cash Inflow,76563,Operating Activities,Transaction 284
SALE00285,CUST072,2023-10-12,2023-06-16,2023-05-12,59480.26,48962.630000000005,2023-12-21,59480.26,385,54.34,TXN00285,2023-10-12,Cash Outflow,105204,Investing Activities,Transaction 285
SALE00286,CUST040,2023-10-13,2023-08-01,2023-10-18,42503.47,41455.94,2023-08-19,42503.47,315,151.46,TXN00286,2023-10-13,Cash Inflow,144216,Operating Activities,Transaction 286
SALE00287,CUST056,2023-10-14,2023-02-01,2023-01-31,45588.270000000004,45956.3,2023-06-03,45588.270000000004,7,63.46,TXN00287,2023-10-14,Cash Inflow,138474,Investing Activities,Transaction 287
SALE00288,CUST023,2023-10-15,2023-09-15,2023-12-16,61594.92,46022.24,2023-11-23,61594.92,440,328.75,TXN00288,2023-10-15,Cash Inflow,6347,Financing Activities,Transaction 288
SALE00289,CUST011,2023-10-16,2023-07-22,2023-05-25,38055.71,31996.71,2023-02-25,38055.71,176,384.94,TXN00289,2023-10-16,Cash Inflow,64616,Financing Activities,Transaction 289
SALE00290,CUST064,2023-10-17,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,51270.67,261,463.58,TXN00290,2023-10-17,Cash Outflow,157356,Financing Activities,Transaction 290
SALE00291,CUST008,2023-10-18,2023-09-15,2023-08-07,78145.97,68514.32,2023-07-07,78145.97,104,224.7,TXN00291,2023-10-18,Cash Inflow,189280,Investing Activities,Transaction 291
SALE00292,CUST093,2023-10-19,2023-11-06,2023-07-21,32409.46,37029.52,2023-10-06,32409.46,77,451.67,TXN00292,2023-10-19,Cash Inflow,125643,Financing Activities,Transaction 292
SALE00293,CUST094,2023-10-20,2023-06-05,2023-05-02,76021.94,78405.37,2023-03-16,76021.94,533,440.17,TXN00293,2023-10-20,Cash Inflow,247260,Operating Activities,Transaction 293
SALE00294,CUST056,2023-10-21,2023-02-01,2023-01-31,45588.270000000004,45956.3,2023-06-03,45588.270000000004,259,165.43,TXN00294,2023-10-21,Cash Outflow,77245,Financing Activities,Transaction 294
SALE00295,CUST060,2023-10-22,2023-08-27,2023-01-11,52121.03,56456.240000000005,2023-03-24,52121.03,126,435.76,TXN00295,2023-10-22,Cash Outflow,90090,Financing Activities,Transaction 295
SALE00296,CUST010,2023-10-23,2023-09-01,2023-01-30,55289.66,65133.63,2023-04-25,55289.66,300,194.08,TXN00296,2023-10-23,Cash Outflow,74430,Financing Activities,Transaction 296
SALE00297,CUST039,2023-10-24,2023-07-28,2023-03-29,41147.87,33423.07,2023-12-27,41147.87,245,155.47,TXN00297,2023-10-24,Cash Outflow,87178,Operating Activities,Transaction 297
SALE00298,CUST028,2023-10-25,2023-09-12,2023-06-23,40126.62,49207.75,2023-01-11,40126.62,231,328.05,TXN00298,2023-10-25,Cash Inflow,91344,Investing Activities,Transaction 298
SALE00299,CUST049,2023-10-26,2023-04-10,2023-12-02,96116.34,74290.45999999999,2023-03-08,96116.34,518,170.91,TXN00299,2023-10-26,Cash Inflow,98910,Operating Activities,Transaction 299
SALE00300,CUST036,2023-10-27,2023-11-28,2023-03-16,73662.28,78530.96,2023-03-16,73662.28,70,318.8,TXN00300,2023-10-27,Cash Outflow,90776,Investing Activities,Transaction 300
SALE00301,CUST013,2023-10-28,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,28898.899999999998,114,308.82,TXN00301,2023-10-28,Cash Inflow,31020,Investing Activities,Transaction 301
SALE00302,CUST096,2023-10-29,2023-02-02,2023-04-10,98274.66,96684.33,2023-05-11,98274.66,238,286.09,TXN00302,2023-10-29,Cash Inflow,324258,Financing Activities,Transaction 302
SALE00303,CUST036,2023-10-30,2023-11-28,2023-03-16,73662.28,78530.96,2023-03-16,73662.28,364,196.41,TXN00303,2023-10-30,Cash Inflow,135576,Investing Activities,Transaction 303
SALE00304,CUST026,2023-10-31,2023-07-13,2023-03-21,29102.75,35738.69,2023-11-17,29102.75,20,278.76,TXN00304,2023-10-31,Cash Outflow,97980,Operating Activities,Transaction 304
SALE00305,CUST086,2023-11-01,2023-08-18,2023-04-14,48014.74,47511.53,2023-01-15,48014.74,225,302.28,TXN00305,2023-11-01,Cash Outflow,24228,Operating Activities,Transaction 305
SALE00306,CUST004,2023-11-02,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,91738.51,630,277.39,TXN00306,2023-11-02,Cash Inflow,24472,Investing Activities,Transaction 306
SALE00307,CUST095,2023-11-03,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,49389.65,462,227.77,TXN00307,2023-11-03,Cash Outflow,129206,Financing Activities,Transaction 307
SALE00308,CUST082,2023-11-04,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,51399.909999999996,225,17.19,TXN00308,2023-11-04,Cash Outflow,119610,Financing Activities,Transaction 308
SALE00309,CUST064,2023-11-05,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,51270.67,162,297.66,TXN00309,2023-11-05,Cash Outflow,169929,Operating Activities,Transaction 309
SALE00310,CUST038,2023-11-06,2023-08-17,2023-08-09,77342.49,80071.72,2023-04-26,77342.49,600,92.54,TXN00310,2023-11-06,Cash Outflow,62805,Financing Activities,Transaction 310
SALE00311,CUST088,2023-11-07,2023-11-07,2023-08-29,93185.69,80130.38,2023-08-10,93185.69,144,324.86,TXN00311,2023-11-07,Cash Outflow,81324,Investing Activities,Transaction 311
SALE00312,CUST087,2023-11-08,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,41904.55,390,382.08,TXN00312,2023-11-08,Cash Inflow,118020,Investing Activities,Transaction 312
SALE00313,CUST022,2023-11-09,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,45090.32,320,255.22,TXN00313,2023-11-09,Cash Outflow,19760,Operating Activities,Transaction 313
SALE00314,CUST002,2023-11-10,2023-03-20,2023-01-08,43494.44,36240.490000000005,2023-05-23,43494.44,98,275.76,TXN00314,2023-11-10,Cash Inflow,62223,Investing Activities,Transaction 314
SALE00315,CUST031,2023-11-11,2023-03-29,2023-05-25,53154.81,42778.22,2023-10-11,53154.81,320,476.22,TXN00315,2023-11-11,Cash Inflow,180860,Operating Activities,Transaction 315
SALE00316,CUST011,2023-11-12,2023-07-22,2023-05-25,38055.71,31996.71,2023-02-25,38055.71,304,425.11,TXN00316,2023-11-12,Cash Outflow,126992,Investing Activities,Transaction 316
SALE00317,CUST092,2023-11-13,2023-09-29,2023-03-10,69445.38,75222.46,2023-06-04,69445.38,462,457.98,TXN00317,2023-11-13,Cash Inflow,88032,Operating Activities,Transaction 317
SALE00318,CUST046,2023-11-14,2023-09-06,2023-12-07,26529.85,30986.059999999998,2023-12-20,26529.85,161,408.75,TXN00318,2023-11-14,Cash Inflow,41356,Financing Activities,Transaction 318
SALE00319,CUST096,2023-11-15,2023-02-02,2023-04-10,98274.66,96684.33,2023-05-11,98274.66,255,63.37,TXN00319,2023-11-15,Cash Inflow,169082,Investing Activities,Transaction 319
SALE00320,CUST062,2023-11-16,2023-11-18,2023-01-08,61982.12,59561.68,2023-06-11,61982.12,363,83.01,TXN00320,2023-11-16,Cash Outflow,15642,Investing Activities,Transaction 320
SALE00321,CUST069,2023-11-17,2023-06-24,2023-06-04,68326.20999999999,60165.27,2023-11-21,68326.20999999999,275,268.05,TXN00321,2023-11-17,Cash Outflow,10109,Operating Activities,Transaction 321
SALE00322,CUST064,2023-11-18,2023-10-25,2023-11-30,51270.67,45600.7,2023-08-26,51270.67,153,130.57,TXN00322,2023-11-18,Cash Inflow,171792,Operating Activities,Transaction 322
SALE00323,CUST010,2023-11-19,2023-09-01,2023-01-30,55289.66,65133.63,2023-04-25,55289.66,330,243.58,TXN00323,2023-11-19,Cash Outflow,112890,Investing Activities,Transaction 323
SALE00324,CUST040,2023-11-20,2023-08-01,2023-10-18,42503.47,41455.94,2023-08-19,42503.47,423,203.24,TXN00324,2023-11-20,Cash Outflow,14580,Operating Activities,Transaction 324
SALE00325,CUST024,2023-11-21,2023-05-01,2023-03-31,45218.61,41994.729999999996,2023-06-15,45218.61,20,279.21,TXN00325,2023-11-21,Cash Outflow,117600,Investing Activities,Transaction 325
SALE00326,CUST099,2023-11-22,2023-11-10,2023-07-25,46714.51,35951.49,2023-03-12,46714.51,126,375.97,TXN00326,2023-11-22,Cash Outflow,160506,Financing Activities,Transaction 326
SALE00327,CUST044,2023-11-23,2023-12-11,2023-09-10,17892.84,23899.73,2023-09-29,17892.84,240,360.59,TXN00327,2023-11-23,Cash Inflow,17016,Operating Activities,Transaction 327
SALE00328,CUST060,2023-11-24,2023-08-27,2023-01-11,52121.03,56456.240000000005,2023-03-24,52121.03,360,265.4,TXN00328,2023-11-24,Cash Inflow,52857,Investing Activities,Transaction 328
SALE00329,CUST062,2023-11-25,2023-11-18,2023-01-08,61982.12,59561.68,2023-06-11,61982.12,429,412.97,TXN00329,2023-11-25,Cash Outflow,30173,Financing Activities,Transaction 329
SALE00330,CUST087,2023-11-26,2023-01-26,2023-09-15,41904.55,51831.380000000005,2023-10-30,41904.55,60,221.12,TXN00330,2023-11-26,Cash Outflow,195290,Financing Activities,Transaction 330
SALE00331,CUST017,2023-11-27,2023-05-21,2023-08-25,25929.02,46118.259999999995,2023-05-21,25929.02,48,449.39,TXN00331,2023-11-27,Cash Inflow,40896,Investing Activities,Transaction 331
SALE00332,CUST065,2023-11-28,2023-03-10,2023-12-12,69728.94,54555.14,2023-11-20,69728.94,30,44.93,TXN00332,2023-11-28,Cash Inflow,144460,Operating Activities,Transaction 332
SALE00333,CUST095,2023-11-29,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,49389.65,77,477.78,TXN00333,2023-11-29,Cash Outflow,206239,Investing Activities,Transaction 333
SALE00334,CUST095,2023-11-30,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,49389.65,88,330.8,TXN00334,2023-11-30,Cash Inflow,127644,Financing Activities,Transaction 334
SALE00335,CUST057,2023-12-01,2023-08-23,2023-08-19,88660.8,83519.11,2023-04-24,88660.8,546,196.24,TXN00335,2023-12-01,Cash Outflow,181077,Investing Activities,Transaction 335
SALE00336,CUST055,2023-12-02,2023-09-24,2023-06-02,33874.47,38541.82,2023-09-18,33874.47,90,106.61,TXN00336,2023-12-02,Cash Outflow,41226,Operating Activities,Transaction 336
SALE00337,CUST053,2023-12-03,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,62128.03,470,244.8,TXN00337,2023-12-03,Cash Inflow,68590,Financing Activities,Transaction 337
SALE00338,CUST056,2023-12-04,2023-02-01,2023-01-31,45588.270000000004,45956.3,2023-06-03,45588.270000000004,203,105.33,TXN00338,2023-12-04,Cash Inflow,58541,Investing Activities,Transaction 338
SALE00339,CUST098,2023-12-05,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,58698.02,330,91.5,TXN00339,2023-12-05,Cash Outflow,37280,Operating Activities,Transaction 339
SALE00340,CUST009,2023-12-06,2023-04-10,2023-09-28,55430.15,51703.56,2023-08-09,55430.15,300,312.5,TXN00340,2023-12-06,Cash Outflow,148820,Financing Activities,Transaction 340
SALE00341,CUST022,2023-12-07,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,45090.32,312,266.31,TXN00341,2023-12-07,Cash Inflow,154040,Operating Activities,Transaction 341
SALE00342,CUST013,2023-12-08,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,28898.899999999998,162,338.35,TXN00342,2023-12-08,Cash Outflow,20346,Financing Activities,Transaction 342
SALE00343,CUST089,2023-12-09,2023-11-25,2023-10-06,42695.1,24343.09,2023-02-14,42695.1,216,465.51,TXN00343,2023-12-09,Cash Inflow,25536,Investing Activities,Transaction 343
SALE00344,CUST048,2023-12-10,2023-04-02,2023-08-19,60478.92,56313.81,2023-03-03,60478.92,319,270.81,TXN00344,2023-12-10,Cash Outflow,178970,Operating Activities,Transaction 344
SALE00345,CUST018,2023-12-11,2023-12-18,2023-07-23,55292.41,58203.32,2023-10-19,55292.41,418,294.66,TXN00345,2023-12-11,Cash Inflow,186758,Financing Activities,Transaction 345
SALE00346,CUST076,2023-12-12,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,61813.47,330,53.92,TXN00346,2023-12-12,Cash Inflow,31740,Operating Activities,Transaction 346
SALE00347,CUST040,2023-12-13,2023-08-01,2023-10-18,42503.47,41455.94,2023-08-19,42503.47,333,361.64,TXN00347,2023-12-13,Cash Inflow,66582,Operating Activities,Transaction 347
SALE00348,CUST017,2023-12-14,2023-05-21,2023-08-25,25929.02,46118.259999999995,2023-05-21,25929.02,216,205.95,TXN00348,2023-12-14,Cash Outflow,85176,Investing Activities,Transaction 348
SALE00349,CUST015,2023-12-15,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,28619.02,264,488.6,TXN00349,2023-12-15,Cash Outflow,10344,Operating Activities,Transaction 349
SALE00350,CUST015,2023-12-16,2023-09-21,2023-09-15,28619.02,55478.62,2023-01-31,28619.02,32,413.36,TXN00350,2023-12-16,Cash Inflow,20928,Financing Activities,Transaction 350
SALE00351,CUST079,2023-12-17,2023-09-11,2023-01-24,26711.420000000002,20850.58,2023-07-19,26711.420000000002,132,266.02,TXN00351,2023-12-17,Cash Outflow,37674,Financing Activities,Transaction 351
SALE00352,CUST063,2023-12-18,2023-06-25,2023-07-06,18569.989999999998,27450.88,2023-09-13,18569.989999999998,12,70.38,TXN00352,2023-12-18,Cash Inflow,76788,Financing Activities,Transaction 352
SALE00353,CUST039,2023-12-19,2023-07-28,2023-03-29,41147.87,33423.07,2023-12-27,41147.87,70,431.11,TXN00353,2023-12-19,Cash Inflow,102571,Financing Activities,Transaction 353
SALE00354,CUST013,2023-12-20,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,28898.899999999998,30,401.89,TXN00354,2023-12-20,Cash Outflow,69666,Investing Activities,Transaction 354
SALE00355,CUST081,2023-12-21,2023-12-30,2023-03-19,58854.659999999996,65939.7,2023-01-07,58854.659999999996,110,100.45,TXN00355,2023-12-21,Cash Outflow,124179,Operating Activities,Transaction 355
SALE00356,CUST032,2023-12-22,2023-03-30,2023-01-06,80815.27,88414.34,2023-06-28,80815.27,495,154.69,TXN00356,2023-12-22,Cash Inflow,178455,Investing Activities,Transaction 356
SALE00357,CUST009,2023-12-23,2023-04-10,2023-09-28,55430.15,51703.56,2023-08-09,55430.15,380,398.77,TXN00357,2023-12-23,Cash Outflow,134990,Operating Activities,Transaction 357
SALE00358,CUST040,2023-12-24,2023-08-01,2023-10-18,42503.47,41455.94,2023-08-19,42503.47,117,100.76,TXN00358,2023-12-24,Cash Outflow,11826,Operating Activities,Transaction 358
SALE00359,CUST020,2023-12-25,2023-10-11,2023-11-16,52941.2,36576.92,2023-12-13,52941.2,279,459.7,TXN00359,2023-12-25,Cash Inflow,155061,Operating Activities,Transaction 359
SALE00360,CUST090,2023-12-26,2023-07-01,2023-06-21,63180.81,51508.06,2023-07-13,63180.81,470,218.02,TXN00360,2023-12-26,Cash Inflow,110410,Investing Activities,Transaction 360
SALE00361,CUST091,2023-12-27,2023-01-23,2023-11-08,86177.92,94357.38,2023-07-31,86177.92,540,52.65,TXN00361,2023-12-27,Cash Outflow,44145,Operating Activities,Transaction 361
SALE00362,CUST085,2023-12-28,2023-02-24,2023-01-13,32354.309999999998,32354.309999999998,2023-01-05,32354.309999999998,315,409.72,TXN00362,2023-12-28,Cash Inflow,76699,Investing Activities,Transaction 362
SALE00363,CUST082,2023-12-29,2023-09-09,2023-09-18,51399.909999999996,48670.06,2023-08-17,51399.909999999996,216,193.02,TXN00363,2023-12-29,Cash Inflow,97920,Financing Activities,Transaction 363
SALE00364,CUST077,2023-12-30,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,54351.72,120,267.98,TXN00364,2023-12-30,Cash Outflow,66264,Financing Activities,Transaction 364
SALE00365,CUST080,2023-12-31,2023-12-05,2023-04-18,54176.76,53505.47,2023-11-05,54176.76,261,65.03,TXN00365,2023-12-31,Cash Inflow,107757,Operating Activities,Transaction 365
SALE00366,CUST073,2024-01-01,2023-04-27,2023-05-19,59459.01,77551.77,2023-01-08,59459.01,96,11.27,TXN00366,2024-01-01,Cash Inflow,214416,Investing Activities,Transaction 366
SALE00367,CUST063,2024-01-02,2023-06-25,2023-07-06,18569.989999999998,27450.88,2023-09-13,18569.989999999998,30,322.61,TXN00367,2024-01-02,Cash Outflow,94968,Financing Activities,Transaction 367
SALE00368,CUST076,2024-01-03,2023-04-29,2023-06-02,61813.47,57332.7,2023-10-20,61813.47,290,262.44,TXN00368,2024-01-03,Cash Outflow,13270,Investing Activities,Transaction 368
SALE00369,CUST044,2024-01-04,2023-12-11,2023-09-10,17892.84,23899.73,2023-09-29,17892.84,282,300.83,TXN00369,2024-01-04,Cash Inflow,45882,Investing Activities,Transaction 369
SALE00370,CUST038,2024-01-05,2023-08-17,2023-08-09,77342.49,80071.72,2023-04-26,77342.49,60,398.93,TXN00370,2024-01-05,Cash Inflow,74265,Operating Activities,Transaction 370
SALE00371,CUST083,2024-01-06,2023-06-18,2023-10-06,54370.66,53799.590000000004,2023-08-21,54370.66,144,326.84,TXN00371,2024-01-06,Cash Outflow,190116,Financing Activities,Transaction 371
SALE00372,CUST060,2024-01-07,2023-08-27,2023-01-11,52121.03,56456.240000000005,2023-03-24,52121.03,405,95.64,TXN00372,2024-01-07,Cash Outflow,127215,Operating Activities,Transaction 372
SALE00373,CUST071,2024-01-08,2023-07-21,2023-11-06,47666.2,52730.51,2023-12-14,47666.2,20,186.78,TXN00373,2024-01-08,Cash Outflow,64590,Operating Activities,Transaction 373
SALE00374,CUST099,2024-01-09,2023-11-10,2023-07-25,46714.51,35951.49,2023-03-12,46714.51,243,453.89,TXN00374,2024-01-09,Cash Outflow,5634,Financing Activities,Transaction 374
SALE00375,CUST048,2024-01-10,2023-04-02,2023-08-19,60478.92,56313.81,2023-03-03,60478.92,341,387.27,TXN00375,2024-01-10,Cash Inflow,102245,Financing Activities,Transaction 375
SALE00376,CUST018,2024-01-11,2023-12-18,2023-07-23,55292.41,58203.32,2023-10-19,55292.41,396,282.75,TXN00376,2024-01-11,Cash Outflow,133551,Investing Activities,Transaction 376
SALE00377,CUST016,2024-01-12,2023-02-13,2023-06-12,22541.61,35506.28,2023-04-25,22541.61,252,135.27,TXN00377,2024-01-12,Cash Outflow,53872,Financing Activities,Transaction 377
SALE00378,CUST055,2024-01-13,2023-09-24,2023-06-02,33874.47,38541.82,2023-09-18,33874.47,156,158.01,TXN00378,2024-01-13,Cash Inflow,72354,Investing Activities,Transaction 378
SALE00379,CUST039,2024-01-14,2023-07-28,2023-03-29,41147.87,33423.07,2023-12-27,41147.87,301,368.66,TXN00379,2024-01-14,Cash Outflow,27076,Investing Activities,Transaction 379
SALE00380,CUST068,2024-01-15,2023-05-26,2023-06-18,68483.69,70550.29,2023-04-22,68483.69,405,427.08,TXN00380,2024-01-15,Cash Inflow,64455,Investing Activities,Transaction 380
SALE00381,CUST059,2024-01-16,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,61055.39,55,339.0,TXN00381,2024-01-16,Cash Outflow,171754,Financing Activities,Transaction 381
SALE00382,CUST089,2024-01-17,2023-11-25,2023-10-06,42695.1,24343.09,2023-02-14,42695.1,120,406.67,TXN00382,2024-01-17,Cash Outflow,85308,Operating Activities,Transaction 382
SALE00383,CUST096,2024-01-18,2023-02-02,2023-04-10,98274.66,96684.33,2023-05-11,98274.66,187,385.66,TXN00383,2024-01-18,Cash Outflow,38964,Investing Activities,Transaction 383
SALE00384,CUST062,2024-01-19,2023-11-18,2023-01-08,61982.12,59561.68,2023-06-11,61982.12,110,83.35,TXN00384,2024-01-19,Cash Inflow,127083,Operating Activities,Transaction 384
SALE00385,CUST013,2024-01-20,2023-06-29,2023-05-31,28898.899999999998,27185.260000000002,2023-08-18,28898.899999999998,240,217.73,TXN00385,2024-01-20,Cash Inflow,23856,Operating Activities,Transaction 385
SALE00386,CUST081,2024-01-21,2023-12-30,2023-03-19,58854.659999999996,65939.7,2023-01-07,58854.659999999996,418,84.96,TXN00386,2024-01-21,Cash Outflow,43087,Financing Activities,Transaction 386
SALE00387,CUST006,2024-01-22,2023-04-11,2023-05-13,28230.760000000002,31346.010000000002,2023-08-06,28230.760000000002,48,125.27,TXN00387,2024-01-22,Cash Inflow,17160,Operating Activities,Transaction 387
SALE00388,CUST083,2024-01-23,2023-06-18,2023-10-06,54370.66,53799.590000000004,2023-08-21,54370.66,96,435.94,TXN00388,2024-01-23,Cash Inflow,183060,Operating Activities,Transaction 388
SALE00389,CUST077,2024-01-24,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,54351.72,184,241.72,TXN00389,2024-01-24,Cash Inflow,159312,Financing Activities,Transaction 389
SALE00390,CUST060,2024-01-25,2023-08-27,2023-01-11,52121.03,56456.240000000005,2023-03-24,52121.03,423,272.33,TXN00390,2024-01-25,Cash Inflow,177804,Investing Activities,Transaction 390
SALE00391,CUST090,2024-01-26,2023-07-01,2023-06-21,63180.81,51508.06,2023-07-13,63180.81,260,97.44,TXN00391,2024-01-26,Cash Inflow,35720,Operating Activities,Transaction 391
SALE00392,CUST014,2024-01-27,2023-09-06,2023-03-07,43946.33,48109.76,2023-11-25,43946.33,322,163.01,TXN00392,2024-01-27,Cash Inflow,16478,Financing Activities,Transaction 392
SALE00393,CUST095,2024-01-28,2023-06-23,2023-09-30,49389.65,69434.77,2023-12-12,49389.65,473,122.82,TXN00393,2024-01-28,Cash Outflow,56782,Operating Activities,Transaction 393
SALE00394,CUST054,2024-01-29,2023-02-27,2023-12-20,39563.22,49626.28,2023-02-20,39563.22,84,111.03,TXN00394,2024-01-29,Cash Outflow,49098,Operating Activities,Transaction 394
SALE00395,CUST004,2024-01-30,2023-05-22,2023-04-08,91738.51,71592.7,2023-02-28,91738.51,364,322.6,TXN00395,2024-01-30,Cash Inflow,44912,Investing Activities,Transaction 395
SALE00396,CUST039,2024-01-31,2023-07-28,2023-03-29,41147.87,33423.07,2023-12-27,41147.87,91,135.87,TXN00396,2024-01-31,Cash Outflow,85358,Operating Activities,Transaction 396
SALE00397,CUST072,2024-02-01,2023-06-16,2023-05-12,59480.26,48962.630000000005,2023-12-21,59480.26,440,319.69,TXN00397,2024-02-01,Cash Outflow,110264,Financing Activities,Transaction 397
SALE00398,CUST025,2024-02-02,2023-01-11,2023-06-10,45629.729999999996,41726.18,2023-02-06,45629.729999999996,198,38.64,TXN00398,2024-02-02,Cash Outflow,76516,Operating Activities,Transaction 398
SALE00399,CUST077,2024-02-03,2023-03-13,2023-05-07,54351.72,47617.9,2023-08-06,54351.72,200,79.47,TXN00399,2024-02-03,Cash Outflow,37696,Investing Activities,Transaction 399
SALE00400,CUST032,2024-02-04,2023-03-30,2023-01-06,80815.27,88414.34,2023-06-28,80815.27,495,144.52,TXN00400,2024-02-04,Cash Inflow,205860,Investing Activities,Transaction 400
SALE00401,CUST059,2024-02-05,2023-03-16,2023-12-04,61055.39,62485.46,2023-11-16,61055.39,517,302.55,TXN00401,2024-02-05,Cash Outflow,93170,Financing Activities,Transaction 401
SALE00402,CUST063,2024-02-06,2023-06-25,2023-07-06,18569.989999999998,27450.88,2023-09-13,18569.989999999998,240,341.16,TXN00402,2024-02-06,Cash Outflow,104520,Investing Activities,Transaction 402
SALE00403,CUST038,2024-02-07,2023-08-17,2023-08-09,77342.49,80071.72,2023-04-26,77342.49,645,226.93,TXN00403,2024-02-07,Cash Inflow,31875,Operating Activities,Transaction 403
SALE00404,CUST092,2024-02-08,2023-09-29,2023-03-10,69445.38,75222.46,2023-06-04,69445.38,168,228.44,TXN00404,2024-02-08,Cash Inflow,151396,Investing Activities,Transaction 404
SALE00405,CUST053,2024-02-09,2023-08-10,2023-05-31,62128.03,50952.21,2023-02-01,62128.03,440,365.01,TXN00405,2024-02-09,Cash Outflow,84730,Financing Activities,Transaction 405
SALE00406,CUST094,2024-02-10,2023-06-05,2023-05-02,76021.94,78405.37,2023-03-16,76021.94,468,17.75,TXN00406,2024-02-10,Cash Outflow,118001,Investing Activities,Transaction 406
SALE00407,CUST067,2024-02-11,2023-08-13,2023-07-15,39448.68,34502.35,2023-06-17,39448.68,384,177.13,TXN00407,2024-02-11,Cash Outflow,68560,Investing Activities,Transaction 407
SALE00408,CUST028,2024-02-12,2023-09-12,2023-06-23,40126.62,49207.75,2023-01-11,40126.62,44,411.17,TXN00408,2024-02-12,Cash Outflow,100826,Investing Activities,Transaction 408
SALE00409,CUST003,2024-02-13,2023-07-25,2023-08-27,86558.03,89401.25,2023-08-12,86558.03,75,305.58,TXN00409,2024-02-13,Cash Outflow,61500,Financing Activities,Transaction 409
SALE00410,CUST098,2024-02-14,2023-11-16,2023-07-21,58698.02,49404.41,2023-03-23,58698.02,370,175.24,TXN00410,2024-02-14,Cash Outflow,72830,Investing Activities,Transaction 410
SALE00411,CUST080,2024-02-15,2023-12-05,2023-04-18,54176.76,53505.47,2023-11-05,54176.76,72,453.71,TXN00411,2024-02-15,Cash Inflow,123534,Investing Activities,Transaction 411
SALE00412,CUST022,2024-02-16,2023-02-07,2023-06-02,45090.32,47396.95,2023-04-15,45090.32,336,388.59,TXN00412,2024-02-16,Cash Outflow,77168,Operating Activities,Transaction 412
SALE00413,CUST096,2024-02-17,2023-02-02,2023-04-10,98274.66,96684.33,2023-05-11,98274.66,833,139.8,TXN00413,2024-02-17,Cash Outflow,93007,Financing Activities,Transaction 413
SALE00414,CUST038,2024-02-18,2023-08-17,2023-08-09,77342.49,80071.72,2023-04-26,77342.49,420,326.19,TXN00414,2024-02-18,Cash Inflow,209850,Investing Activities,Transaction 414
SALE00415,CUST072,2024-02-19,2023-06-16,2023-05-12,59480.26,48962.630000000005,2023-12-21,59480.26,341,301.92,TXN00415,2024-02-19,Cash Inflow,198979,Financing Activities,Transaction 415
SALE00416,CUST072,2024-02-20,2023-06-16,2023-05-12,59480.26,48962.630000000005,2023-12-21,59480.26,99,206.58,TXN00416,2024-02-20,Cash Inflow,147961,Investing Activities,Transaction 416
SALE00417,CUST062,2024-02-21,2023-11-18,2023-01-08,61982.12,59561.68,2023-06-11,61982.12,319,189.81,TXN00417,2024-02-21,Cash Inflow,140932,Investing Activities,Transaction 417
SALE00418,CUST057,2024-02-22,2023-08-23,2023-08-19,88660.8,83519.11,2023-04-24,88660.8,182,178.34,TXN00418,2024-02-22,Cash Outflow,32370,Investing Activities,Transaction 418
