TransactionID,TransactionDate,TransactionType,Amount,Category,Description
TXN00862,2025-05-11,Cash Inflow,17817,Financing Activities,Transaction 862
TXN00207,2023-07-26,Cash Outflow,6122,Financing Activities,Transaction 207
TXN00393,2024-01-28,Cash Outflow,5162,Operating Activities,Transaction 393
TXN00551,2024-07-04,Cash Inflow,3567,Investing Activities,Transaction 551
TXN00401,2024-02-05,Cash Outflow,8470,Financing Activities,Transaction 401
TXN00460,2024-04-04,Cash Inflow,8143,Investing Activities,Transaction 460
TXN00654,2024-10-15,Cash Inflow,16275,Operating Activities,Transaction 654
TXN00302,2023-10-29,Cash Inflow,19074,Financing Activities,Transaction 302
TXN00972,2025-08-29,Cash Inflow,5280,Financing Activities,Transaction 972
TXN00994,2025-09-20,Cash Outflow,14536,Financing Activities,Transaction 994
TXN00808,2025-03-18,Cash Inflow,2882,Financing Activities,Transaction 808
TXN00860,2025-05-09,Cash Inflow,13357,Operating Activities,Transaction 860
TXN00752,2025-01-21,Cash Inflow,9487,Operating Activities,Transaction 752
TXN00143,2023-05-23,Cash Outflow,555,Operating Activities,Transaction 143
TXN00442,2024-03-17,Cash Outflow,7811,Operating Activities,Transaction 442
TXN00516,2024-05-30,Cash Inflow,19652,Investing Activities,Transaction 516
TXN00579,2024-08-01,Cash Outflow,5636,Investing Activities,Transaction 579
TXN00191,2023-07-10,Cash Inflow,12699,Investing Activities,Transaction 191
TXN00818,2025-03-28,Cash Inflow,17924,Financing Activities,Transaction 818
TXN00001,2023-01-01,Cash Inflow,15337,Investing Activities,Transaction 1
TXN00124,2023-05-04,Cash Inflow,6876,Financing Activities,Transaction 124
TXN00660,2024-10-21,Cash Outflow,12816,Operating Activities,Transaction 660
TXN00201,2023-07-20,Cash Inflow,17760,Financing Activities,Transaction 201
TXN00858,2025-05-07,Cash Inflow,6126,Operating Activities,Transaction 858
TXN00047,2023-02-16,Cash Outflow,12838,Investing Activities,Transaction 47
TXN00785,2025-02-23,Cash Outflow,12200,Investing Activities,Transaction 785
TXN00248,2023-09-05,Cash Inflow,18910,Financing Activities,Transaction 248
TXN00483,2024-04-27,Cash Inflow,1322,Investing Activities,Transaction 483
TXN00970,2025-08-27,Cash Inflow,14112,Financing Activities,Transaction 970
TXN00272,2023-09-29,Cash Outflow,10661,Operating Activities,Transaction 272
TXN00724,2024-12-24,Cash Inflow,7787,Operating Activities,Transaction 724
TXN00966,2025-08-23,Cash Inflow,7679,Investing Activities,Transaction 966
TXN00651,2024-10-12,Cash Inflow,1045,Investing Activities,Transaction 651
TXN00620,2024-09-11,Cash Inflow,11622,Operating Activities,Transaction 620
TXN00273,2023-09-30,Cash Outflow,2408,Operating Activities,Transaction 273
TXN00662,2024-10-23,Cash Inflow,8936,Operating Activities,Transaction 662
TXN00176,2023-06-25,Cash Outflow,17009,Investing Activities,Transaction 176
TXN00279,2023-10-06,Cash Inflow,19444,Investing Activities,Transaction 279
TXN00075,2023-03-16,Cash Inflow,13551,Operating Activities,Transaction 75
TXN00992,2025-09-18,Cash Outflow,852,Financing Activities,Transaction 992
TXN00338,2023-12-04,Cash Inflow,8363,Investing Activities,Transaction 338
TXN00879,2025-05-28,Cash Inflow,9282,Financing Activities,Transaction 879
TXN00041,2023-02-10,Cash Inflow,11416,Investing Activities,Transaction 41
TXN00546,2024-06-29,Cash Outflow,12164,Financing Activities,Transaction 546
TXN00692,2024-11-22,Cash Outflow,8702,Operating Activities,Transaction 692
TXN00675,2024-11-05,Cash Outflow,1665,Operating Activities,Transaction 675
TXN00417,2024-02-21,Cash Inflow,12812,Investing Activities,Transaction 417
TXN00190,2023-07-09,Cash Outflow,8443,Operating Activities,Transaction 190
TXN00218,2023-08-06,Cash Inflow,5842,Operating Activities,Transaction 218
TXN00894,2025-06-12,Cash Inflow,14047,Investing Activities,Transaction 894
TXN00156,2023-06-05,Cash Outflow,5622,Investing Activities,Transaction 156
TXN00919,2025-07-07,Cash Outflow,9283,Operating Activities,Transaction 919
TXN00806,2025-03-16,Cash Outflow,1935,Financing Activities,Transaction 806
TXN00931,2025-07-19,Cash Inflow,17801,Operating Activities,Transaction 931
TXN00815,2025-03-25,Cash Outflow,18149,Investing Activities,Transaction 815
TXN00226,2023-08-14,Cash Outflow,14809,Financing Activities,Transaction 226
TXN00728,2024-12-28,Cash Inflow,2433,Investing Activities,Transaction 728
TXN00725,2024-12-25,Cash Inflow,1392,Financing Activities,Transaction 725
TXN00457,2024-04-01,Cash Outflow,10593,Investing Activities,Transaction 457
TXN00364,2023-12-30,Cash Outflow,8283,Financing Activities,Transaction 364
TXN00450,2024-03-25,Cash Outflow,6297,Investing Activities,Transaction 450
TXN00395,2024-01-30,Cash Inflow,3208,Investing Activities,Transaction 395
TXN00377,2024-01-12,Cash Outflow,7696,Financing Activities,Transaction 377
TXN00572,2024-07-25,Cash Inflow,15036,Financing Activities,Transaction 572
TXN00211,2023-07-30,Cash Inflow,14418,Operating Activities,Transaction 211
TXN00646,2024-10-07,Cash Inflow,14237,Operating Activities,Transaction 646
TXN00434,2024-03-09,Cash Outflow,10484,Operating Activities,Transaction 434
TXN00854,2025-05-03,Cash Inflow,6946,Operating Activities,Transaction 854
TXN00372,2024-01-07,Cash Outflow,14135,Operating Activities,Transaction 372
TXN00265,2023-09-22,Cash Inflow,14731,Financing Activities,Transaction 265
TXN00477,2024-04-21,Cash Inflow,10003,Investing Activities,Transaction 477
TXN00872,2025-05-21,Cash Outflow,2107,Investing Activities,Transaction 872
TXN00701,2024-12-01,Cash Outflow,4064,Operating Activities,Transaction 701
TXN00889,2025-06-07,Cash Outflow,15751,Investing Activities,Transaction 889
TXN00645,2024-10-06,Cash Outflow,16020,Operating Activities,Transaction 645
TXN00382,2024-01-17,Cash Outflow,14218,Operating Activities,Transaction 382
TXN00999,2025-09-25,Cash Outflow,15640,Financing Activities,Transaction 999
TXN00793,2025-03-03,Cash Inflow,10382,Financing Activities,Transaction 793
TXN00196,2023-07-15,Cash Outflow,19623,Investing Activities,Transaction 196
TXN00353,2023-12-19,Cash Inflow,14653,Financing Activities,Transaction 353
TXN00988,2025-09-14,Cash Outflow,13232,Operating Activities,Transaction 988
TXN00537,2024-06-20,Cash Outflow,17225,Operating Activities,Transaction 537
TXN00795,2025-03-05,Cash Inflow,2564,Operating Activities,Transaction 795
TXN00640,2024-10-01,Cash Outflow,7140,Investing Activities,Transaction 640
TXN00247,2023-09-04,Cash Inflow,7488,Financing Activities,Transaction 247
TXN00928,2025-07-16,Cash Outflow,12736,Investing Activities,Transaction 928
TXN00735,2025-01-04,Cash Outflow,18102,Financing Activities,Transaction 735
TXN00506,2024-05-20,Cash Inflow,13692,Investing Activities,Transaction 506
TXN00102,2023-04-12,Cash Outflow,6754,Financing Activities,Transaction 102
TXN00840,2025-04-19,Cash Inflow,3842,Financing Activities,Transaction 840
TXN00162,2023-06-11,Cash Inflow,8672,Operating Activities,Transaction 162
TXN00269,2023-09-26,Cash Inflow,18488,Financing Activities,Transaction 269
TXN00670,2024-10-31,Cash Inflow,3930,Operating Activities,Transaction 670
TXN00533,2024-06-16,Cash Inflow,13375,Operating Activities,Transaction 533
TXN00109,2023-04-19,Cash Outflow,13147,Operating Activities,Transaction 109
TXN00575,2024-07-28,Cash Inflow,2024,Financing Activities,Transaction 575
TXN00846,2025-04-25,Cash Inflow,14498,Investing Activities,Transaction 846
TXN00016,2023-01-16,Cash Inflow,5624,Financing Activities,Transaction 16
TXN00814,2025-03-24,Cash Outflow,13271,Operating Activities,Transaction 814
TXN00524,2024-06-07,Cash Inflow,18185,Operating Activities,Transaction 524
TXN00649,2024-10-10,Cash Outflow,12213,Operating Activities,Transaction 649
TXN00544,2024-06-27,Cash Outflow,15656,Financing Activities,Transaction 544
TXN00787,2025-02-25,Cash Inflow,10266,Operating Activities,Transaction 787
TXN00758,2025-01-27,Cash Inflow,2896,Investing Activities,Transaction 758
TXN00366,2024-01-01,Cash Inflow,17868,Investing Activities,Transaction 366
TXN00260,2023-09-17,Cash Inflow,1842,Operating Activities,Transaction 260
TXN00844,2025-04-23,Cash Inflow,17982,Operating Activities,Transaction 844
TXN00619,2024-09-10,Cash Inflow,4732,Operating Activities,Transaction 619
TXN00688,2024-11-18,Cash Inflow,12760,Financing Activities,Transaction 688
TXN00613,2024-09-04,Cash Outflow,9092,Investing Activities,Transaction 613
TXN00520,2024-06-03,Cash Outflow,3099,Financing Activities,Transaction 520
TXN00129,2023-05-09,Cash Outflow,14624,Financing Activities,Transaction 129
TXN00220,2023-08-08,Cash Inflow,9159,Operating Activities,Transaction 220
TXN00486,2024-04-30,Cash Outflow,6650,Financing Activities,Transaction 486
TXN00040,2023-02-09,Cash Inflow,4136,Investing Activities,Transaction 40
TXN00626,2024-09-17,Cash Outflow,7237,Operating Activities,Transaction 626
TXN00283,2023-10-10,Cash Outflow,6451,Operating Activities,Transaction 283
TXN00259,2023-09-16,Cash Outflow,9012,Financing Activities,Transaction 259
TXN00387,2024-01-22,Cash Inflow,2145,Operating Activities,Transaction 387
TXN00848,2025-04-27,Cash Outflow,3593,Investing Activities,Transaction 848
TXN00775,2025-02-13,Cash Outflow,2969,Operating Activities,Transaction 775
TXN00386,2024-01-21,Cash Outflow,3917,Financing Activities,Transaction 386
TXN00876,2025-05-25,Cash Inflow,4176,Operating Activities,Transaction 876
TXN00454,2024-03-29,Cash Outflow,13587,Financing Activities,Transaction 454
TXN00468,2024-04-12,Cash Inflow,16880,Financing Activities,Transaction 468
TXN00828,2025-04-07,Cash Outflow,12439,Operating Activities,Transaction 828
TXN00890,2025-06-08,Cash Inflow,1026,Financing Activities,Transaction 890
TXN00210,2023-07-29,Cash Inflow,11089,Financing Activities,Transaction 210
TXN00104,2023-04-14,Cash Outflow,7850,Investing Activities,Transaction 104
TXN00238,2023-08-26,Cash Outflow,4708,Operating Activities,Transaction 238
TXN00559,2024-07-12,Cash Outflow,18217,Financing Activities,Transaction 559
TXN00567,2024-07-20,Cash Outflow,16350,Investing Activities,Transaction 567
TXN00072,2023-03-13,Cash Outflow,12673,Investing Activities,Transaction 72
TXN00597,2024-08-19,Cash Inflow,1841,Investing Activities,Transaction 597
TXN00485,2024-04-29,Cash Inflow,14789,Operating Activities,Transaction 485
TXN00164,2023-06-13,Cash Outflow,7382,Operating Activities,Transaction 164
TXN00297,2023-10-24,Cash Outflow,12454,Operating Activities,Transaction 297
TXN00476,2024-04-20,Cash Outflow,2643,Financing Activities,Transaction 476
TXN00508,2024-05-22,Cash Inflow,11593,Investing Activities,Transaction 508
TXN00008,2023-01-08,Cash Inflow,13177,Investing Activities,Transaction 8
TXN00586,2024-08-08,Cash Inflow,12918,Financing Activities,Transaction 586
TXN00268,2023-09-25,Cash Outflow,8484,Investing Activities,Transaction 268
TXN00504,2024-05-18,Cash Outflow,13721,Investing Activities,Transaction 504
TXN00779,2025-02-17,Cash Outflow,3308,Investing Activities,Transaction 779
TXN00307,2023-11-03,Cash Outflow,11746,Financing Activities,Transaction 307
TXN00709,2024-12-09,Cash Outflow,14699,Investing Activities,Transaction 709
TXN00427,2024-03-02,Cash Inflow,6088,Investing Activities,Transaction 427
TXN00973,2025-08-30,Cash Inflow,18811,Investing Activities,Transaction 973
TXN00379,2024-01-14,Cash Outflow,3868,Investing Activities,Transaction 379
TXN00601,2024-08-23,Cash Inflow,12754,Investing Activities,Transaction 601
TXN00791,2025-03-01,Cash Outflow,794,Financing Activities,Transaction 791
TXN00436,2024-03-11,Cash Outflow,9681,Financing Activities,Transaction 436
TXN00985,2025-09-11,Cash Outflow,16502,Investing Activities,Transaction 985
TXN00774,2025-02-12,Cash Outflow,4238,Investing Activities,Transaction 774
TXN00227,2023-08-15,Cash Inflow,13734,Investing Activities,Transaction 227
TXN00554,2024-07-07,Cash Outflow,19750,Investing Activities,Transaction 554
TXN00097,2023-04-07,Cash Outflow,6769,Financing Activities,Transaction 97
TXN00044,2023-02-13,Cash Outflow,15944,Investing Activities,Transaction 44
TXN00254,2023-09-11,Cash Inflow,2719,Operating Activities,Transaction 254
TXN00760,2025-01-29,Cash Inflow,19629,Investing Activities,Transaction 760
TXN00940,2025-07-28,Cash Outflow,9578,Investing Activities,Transaction 940
TXN00447,2024-03-22,Cash Inflow,7145,Operating Activities,Transaction 447
TXN00881,2025-05-30,Cash Inflow,14497,Operating Activities,Transaction 881
TXN00026,2023-01-26,Cash Outflow,18517,Financing Activities,Transaction 26
TXN00796,2025-03-06,Cash Inflow,7509,Investing Activities,Transaction 796
TXN00058,2023-02-27,Cash Inflow,10857,Financing Activities,Transaction 58
TXN00680,2024-11-10,Cash Outflow,14786,Operating Activities,Transaction 680
TXN00381,2024-01-16,Cash Outflow,15614,Financing Activities,Transaction 381
TXN00782,2025-02-20,Cash Inflow,13213,Financing Activities,Transaction 782
TXN00604,2024-08-26,Cash Outflow,2250,Operating Activities,Transaction 604
TXN00628,2024-09-19,Cash Outflow,19303,Operating Activities,Transaction 628
TXN00726,2024-12-26,Cash Inflow,10722,Investing Activities,Transaction 726
TXN00079,2023-03-20,Cash Inflow,8517,Investing Activities,Transaction 79
TXN00213,2023-08-01,Cash Inflow,3090,Financing Activities,Transaction 213
TXN00744,2025-01-13,Cash Inflow,15163,Investing Activities,Transaction 744
TXN00376,2024-01-11,Cash Outflow,12141,Investing Activities,Transaction 376
TXN00655,2024-10-16,Cash Outflow,14419,Financing Activities,Transaction 655
TXN00214,2023-08-02,Cash Inflow,17947,Financing Activities,Transaction 214
TXN00884,2025-06-02,Cash Outflow,6559,Investing Activities,Transaction 884
TXN00878,2025-05-27,Cash Outflow,9211,Investing Activities,Transaction 878
TXN00068,2023-03-09,Cash Inflow,15754,Investing Activities,Transaction 68
TXN00383,2024-01-18,Cash Outflow,2292,Investing Activities,Transaction 383
TXN00154,2023-06-03,Cash Inflow,14123,Investing Activities,Transaction 154
TXN00532,2024-06-15,Cash Outflow,7684,Operating Activities,Transaction 532
TXN00277,2023-10-04,Cash Inflow,19519,Financing Activities,Transaction 277
TXN00391,2024-01-26,Cash Inflow,3572,Operating Activities,Transaction 391
TXN00032,2023-02-01,Cash Inflow,8675,Investing Activities,Transaction 32
TXN00561,2024-07-14,Cash Outflow,5353,Financing Activities,Transaction 561
TXN00831,2025-04-10,Cash Inflow,8313,Operating Activities,Transaction 831
TXN00243,2023-08-31,Cash Outflow,13107,Investing Activities,Transaction 243
TXN00704,2024-12-04,Cash Outflow,7774,Financing Activities,Transaction 704
TXN00611,2024-09-02,Cash Inflow,5373,Operating Activities,Transaction 611
TXN00650,2024-10-11,Cash Inflow,9002,Operating Activities,Transaction 650
TXN00571,2024-07-24,Cash Outflow,981,Operating Activities,Transaction 571
TXN00294,2023-10-21,Cash Outflow,11035,Financing Activities,Transaction 294
TXN00344,2023-12-10,Cash Outflow,16270,Operating Activities,Transaction 344
TXN00588,2024-08-10,Cash Inflow,8863,Investing Activities,Transaction 588
TXN00086,2023-03-27,Cash Inflow,10820,Operating Activities,Transaction 86
TXN00679,2024-11-09,Cash Outflow,8332,Operating Activities,Transaction 679
TXN00637,2024-09-28,Cash Inflow,3483,Investing Activities,Transaction 637
TXN00435,2024-03-10,Cash Outflow,2259,Financing Activities,Transaction 435
TXN00880,2025-05-29,Cash Inflow,17934,Investing Activities,Transaction 880
TXN00144,2023-05-24,Cash Outflow,13513,Financing Activities,Transaction 144
TXN00098,2023-04-08,Cash Outflow,4318,Operating Activities,Transaction 98
TXN00947,2025-08-04,Cash Inflow,7417,Investing Activities,Transaction 947
TXN00066,2023-03-07,Cash Outflow,10540,Financing Activities,Transaction 66
TXN00057,2023-02-26,Cash Outflow,17133,Operating Activities,Transaction 57
TXN00112,2023-04-22,Cash Inflow,18771,Investing Activities,Transaction 112
TXN00022,2023-01-22,Cash Inflow,4658,Investing Activities,Transaction 22
TXN00514,2024-05-28,Cash Outflow,16586,Investing Activities,Transaction 514
TXN00517,2024-05-31,Cash Outflow,3686,Investing Activities,Transaction 517
TXN00979,2025-09-05,Cash Outflow,7557,Operating Activities,Transaction 979
TXN00842,2025-04-21,Cash Outflow,3344,Investing Activities,Transaction 842
TXN00577,2024-07-30,Cash Inflow,15548,Investing Activities,Transaction 577
TXN00952,2025-08-09,Cash Outflow,2930,Financing Activities,Transaction 952
TXN00198,2023-07-17,Cash Outflow,2261,Operating Activities,Transaction 198
TXN00494,2024-05-08,Cash Outflow,9205,Investing Activities,Transaction 494
TXN00610,2024-09-01,Cash Outflow,14349,Operating Activities,Transaction 610
TXN00529,2024-06-12,Cash Outflow,9496,Investing Activities,Transaction 529
TXN00177,2023-06-26,Cash Inflow,15647,Financing Activities,Transaction 177
TXN00967,2025-08-24,Cash Inflow,10826,Investing Activities,Transaction 967
TXN00423,2024-02-27,Cash Outflow,5257,Financing Activities,Transaction 423
TXN00681,2024-11-11,Cash Outflow,3132,Investing Activities,Transaction 681
TXN00043,2023-02-12,Cash Outflow,13956,Financing Activities,Transaction 43
TXN00954,2025-08-11,Cash Outflow,13895,Investing Activities,Transaction 954
TXN00028,2023-01-28,Cash Outflow,7766,Investing Activities,Transaction 28
TXN00354,2023-12-20,Cash Outflow,11611,Investing Activities,Transaction 354
TXN00963,2025-08-20,Cash Outflow,13758,Financing Activities,Transaction 963
TXN00573,2024-07-26,Cash Inflow,653,Operating Activities,Transaction 573
TXN00664,2024-10-25,Cash Outflow,771,Operating Activities,Transaction 664
TXN00593,2024-08-15,Cash Inflow,7460,Investing Activities,Transaction 593
TXN00289,2023-10-16,Cash Inflow,8077,Financing Activities,Transaction 289
TXN00598,2024-08-20,Cash Inflow,12355,Investing Activities,Transaction 598
TXN00327,2023-11-23,Cash Inflow,2836,Operating Activities,Transaction 327
TXN00490,2024-05-04,Cash Inflow,3952,Investing Activities,Transaction 490
TXN00895,2025-06-13,Cash Outflow,18759,Financing Activities,Transaction 895
TXN00708,2024-12-08,Cash Outflow,11245,Investing Activities,Transaction 708
TXN00629,2024-09-20,Cash Inflow,19926,Investing Activities,Transaction 629
TXN00178,2023-06-27,Cash Inflow,5132,Operating Activities,Transaction 178
TXN00161,2023-06-10,Cash Inflow,2031,Financing Activities,Transaction 161
TXN00425,2024-02-29,Cash Outflow,10895,Financing Activities,Transaction 425
TXN00445,2024-03-20,Cash Outflow,5990,Investing Activities,Transaction 445
TXN00908,2025-06-26,Cash Inflow,9420,Financing Activities,Transaction 908
TXN00384,2024-01-19,Cash Inflow,11553,Operating Activities,Transaction 384
TXN00853,2025-05-02,Cash Inflow,1488,Financing Activities,Transaction 853
TXN00857,2025-05-06,Cash Inflow,2182,Investing Activities,Transaction 857
TXN00371,2024-01-06,Cash Outflow,15843,Financing Activities,Transaction 371
TXN00915,2025-07-03,Cash Outflow,11140,Operating Activities,Transaction 915
TXN00305,2023-11-01,Cash Outflow,2692,Operating Activities,Transaction 305
TXN00984,2025-09-10,Cash Inflow,3420,Investing Activities,Transaction 984
TXN00933,2025-07-21,Cash Inflow,16025,Operating Activities,Transaction 933
TXN00730,2024-12-30,Cash Outflow,12373,Operating Activities,Transaction 730
TXN00599,2024-08-21,Cash Outflow,838,Financing Activities,Transaction 599
TXN00131,2023-05-11,Cash Outflow,10988,Financing Activities,Transaction 131
TXN00581,2024-08-03,Cash Outflow,560,Operating Activities,Transaction 581
TXN00082,2023-03-23,Cash Outflow,18215,Operating Activities,Transaction 82
TXN00021,2023-01-21,Cash Outflow,15012,Operating Activities,Transaction 21
TXN00314,2023-11-10,Cash Inflow,8889,Investing Activities,Transaction 314
TXN00165,2023-06-14,Cash Outflow,2406,Operating Activities,Transaction 165
TXN00313,2023-11-09,Cash Outflow,2470,Operating Activities,Transaction 313
TXN00142,2023-05-22,Cash Inflow,17522,Investing Activities,Transaction 142
TXN00896,2025-06-14,Cash Outflow,2263,Operating Activities,Transaction 896
TXN00888,2025-06-06,Cash Outflow,19830,Operating Activities,Transaction 888
TXN00492,2024-05-06,Cash Inflow,14359,Financing Activities,Transaction 492
TXN00666,2024-10-27,Cash Inflow,11116,Operating Activities,Transaction 666
TXN00426,2024-03-01,Cash Inflow,16741,Investing Activities,Transaction 426
