SaleID,CustomerID,SaleDate,SaleAmount,ProductID,QuantitySold,UnitPrice,TotalValue,PaymentMethod,SaleStatus,Customer ID,Invoice Date,Invoice Amount,Due Date,Payment Date,Payment Amount,Payment Terms,Invoice Status,TransactionID,TransactionDate,TransactionType,Amount,Category,Description
SALE00464,CUST090,2024-04-08,7990,PROD0269,430,88.06,37865.8,Bank Transfer,Pending,CUST090,2023-07-01 12:04:04,63180.81,2023-07-13 08:03:55,2023-06-21 12:18:12,51508.06,Net 90,Outstanding,TXN00464,2024-04-08,Cash Inflow,131000,Operating Activities,Transaction 464
SALE00465,CUST059,2024-04-09,57068,PROD0089,242,40.92,9902.64,Bank Transfer,Pending,CUST059,2023-03-16 00:12:35,61055.39,2023-11-16 00:36:36,2023-12-04 13:11:28,62485.46,Net 90,Outstanding,TXN00465,2024-04-09,Cash Outflow,126478,Financing Activities,Transaction 465
SALE00466,CUST013,2024-04-10,56586,PROD0381,156,67.65,10553.400000000001,Bank Transfer,Completed,CUST013,2023-06-29 03:39:26,28898.899999999998,2023-08-18 21:42:43,2023-05-31 08:53:46,27185.260000000002,Net 90,Paid,TXN00466,2024-04-10,Cash Inflow,88770,Financing Activities,Transaction 466
SALE00467,CUST039,2024-04-11,2030,PROD0118,196,121.41,23796.36,Bank Transfer,Completed,CUST039,2023-07-28 00:44:57,41147.87,2023-12-27 04:41:22,2023-03-29 06:45:24,33423.07,Net 30,Paid,TXN00467,2024-04-11,Cash Outflow,78274,Investing Activities,Transaction 467
SALE00468,CUST028,2024-04-12,116512,PROD0054,231,177.42,40984.020000000004,Credit Card,Pending,CUST028,2023-09-12 17:54:08,40126.62,2023-01-11 07:09:55,2023-06-23 11:32:02,49207.75,Net 60,Outstanding,TXN00468,2024-04-12,Cash Inflow,185680,Financing Activities,Transaction 468
SALE00469,CUST089,2024-04-13,6480,PROD0441,294,196.65,57815.100000000006,Bank Transfer,Completed,CUST089,2023-11-25 10:09:36,42695.1,2023-02-14 03:33:38,2023-10-06 14:12:42,24343.09,Net 60,Outstanding,TXN00469,2024-04-13,Cash Inflow,54114,Investing Activities,Transaction 469
SALE00470,CUST061,2024-04-14,30750,PROD0116,70,179.7,12579.0,Cash,Completed,CUST061,2023-06-28 03:43:27,49205.41,2023-08-15 17:51:47,2023-01-15 02:23:41,60727.63,Net 90,Outstanding,TXN00470,2024-04-14,Cash Outflow,38000,Investing Activities,Transaction 470
SALE00471,CUST016,2024-04-15,43414,PROD0118,119,127.14,15129.66,Credit Card,Completed,CUST016,2023-02-13 13:03:13,22541.61,2023-04-25 23:41:31,2023-06-12 13:46:56,35506.28,Net 90,Outstanding,TXN00471,2024-04-15,Cash Inflow,50554,Financing Activities,Transaction 471
SALE00472,CUST002,2024-04-16,8988,PROD0260,140,259.76,36366.4,Bank Transfer,Pending,CUST002,2023-03-20 10:16:17,43494.44,2023-05-23 04:07:55,2023-01-08 00:56:00,36240.490000000005,Net 30,Outstanding,TXN00472,2024-04-16,Cash Outflow,54026,Investing Activities,Transaction 472
SALE00473,CUST082,2024-04-17,30843,PROD0075,369,414.39,152909.90999999997,Credit Card,Completed,CUST082,2023-09-09 12:22:19,51399.909999999996,2023-08-17 23:20:54,2023-09-18 21:02:16,48670.06,Net 90,Outstanding,TXN00473,2024-04-17,Cash Inflow,31986,Financing Activities,Transaction 473
SALE00474,CUST017,2024-04-18,27952,PROD0480,392,147.05,57643.600000000006,Cash,Completed,CUST017,2023-05-21 10:43:25,25929.02,2023-05-21 06:18:32,2023-08-25 20:10:52,46118.259999999995,Net 90,Paid,TXN00474,2024-04-18,Cash Outflow,112600,Investing Activities,Transaction 474
SALE00475,CUST030,2024-04-19,117866,PROD0305,280,471.77,132095.6,Bank Transfer,Completed,CUST030,2023-12-26 00:26:06,76021.64,2023-06-20 04:30:46,2023-10-17 20:55:01,74168.39,Net 30,Paid,TXN00475,2024-04-19,Cash Inflow,118580,Financing Activities,Transaction 475
SALE00476,CUST013,2024-04-20,62142,PROD0007,132,437.93,57806.759999999995,Cash,Pending,CUST013,2023-06-29 03:39:26,28898.899999999998,2023-08-18 21:42:43,2023-05-31 08:53:46,27185.260000000002,Net 90,Paid,TXN00476,2024-04-20,Cash Outflow,15858,Financing Activities,Transaction 476
SALE00477,CUST096,2024-04-21,32572,PROD0366,476,89.26,42487.76,Bank Transfer,Completed,CUST096,2023-02-02 14:29:12,98274.66,2023-05-11 17:02:36,2023-04-10 11:27:35,96684.33,Net 60,Paid,TXN00477,2024-04-21,Cash Inflow,170051,Investing Activities,Transaction 477
SALE00478,CUST093,2024-04-22,41678,PROD0122,280,395.28,110678.40000000001,Bank Transfer,Completed,CUST093,2023-11-06 13:05:24,32409.46,2023-10-06 12:44:33,2023-07-21 14:34:53,37029.52,Net 60,Paid,TXN00478,2024-04-22,Cash Outflow,109543,Operating Activities,Transaction 478
SALE00479,CUST094,2024-04-23,88517,PROD0011,637,291.55,185717.35,Bank Transfer,Pending,CUST094,2023-06-05 06:35:14,76021.94,2023-03-16 19:11:06,2023-05-02 04:23:12,78405.37,Net 60,Outstanding,TXN00479,2024-04-23,Cash Inflow,252486,Investing Activities,Transaction 479
SALE00480,CUST082,2024-04-24,6021,PROD0348,63,287.62,18120.059999999998,Bank Transfer,Pending,CUST082,2023-09-09 12:22:19,51399.909999999996,2023-08-17 23:20:54,2023-09-18 21:02:16,48670.06,Net 90,Outstanding,TXN00480,2024-04-24,Cash Outflow,114075,Financing Activities,Transaction 480
SALE00481,CUST013,2024-04-25,33252,PROD0438,6,201.61,1209.66,Bank Transfer,Completed,CUST013,2023-06-29 03:39:26,28898.899999999998,2023-08-18 21:42:43,2023-05-31 08:53:46,27185.260000000002,Net 90,Paid,TXN00481,2024-04-25,Cash Outflow,53136,Operating Activities,Transaction 481
SALE00482,CUST043,2024-04-26,23940,PROD0489,384,255.56,98135.04000000001,Credit Card,Completed,CUST043,2023-09-14 20:44:46,59017.54,2023-11-11 00:20:44,2023-03-06 03:54:56,55338.5,Net 60,Outstanding,TXN00482,2024-04-26,Cash Outflow,186840,Investing Activities,Transaction 482
SALE00483,CUST085,2024-04-27,19831,PROD0215,91,204.62,18620.42,Bank Transfer,Pending,CUST085,2023-02-24 21:26:36,32354.309999999998,2023-01-05 12:59:39,2023-01-13 19:02:53,32354.309999999998,Net 60,Paid,TXN00483,2024-04-27,Cash Inflow,9254,Investing Activities,Transaction 483
SALE00484,CUST094,2024-04-28,51519,PROD0429,390,274.47,107043.3,Bank Transfer,Pending,CUST094,2023-06-05 06:35:14,76021.94,2023-03-16 19:11:06,2023-05-02 04:23:12,78405.37,Net 60,Outstanding,TXN00484,2024-04-28,Cash Outflow,231751,Investing Activities,Transaction 484
SALE00485,CUST021,2024-04-29,195195,PROD0279,345,317.7,109606.49999999999,Credit Card,Pending,CUST021,2023-04-02 00:10:16,89729.16,2023-07-09 01:14:47,2023-10-16 23:49:10,79997.27,Net 60,Paid,TXN00485,2024-04-29,Cash Inflow,221835,Operating Activities,Transaction 485
SALE00486,CUST055,2024-04-30,45330,PROD0498,114,340.41,38806.740000000005,Credit Card,Pending,CUST055,2023-09-24 14:32:58,33874.47,2023-09-18 00:54:02,2023-06-02 18:39:54,38541.82,Net 30,Outstanding,TXN00486,2024-04-30,Cash Outflow,39900,Financing Activities,Transaction 486
SALE00487,CUST081,2024-05-01,45254,PROD0028,352,270.92,95363.84000000001,Credit Card,Pending,CUST081,2023-12-30 17:33:00,58854.659999999996,2023-01-07 09:44:16,2023-03-19 17:50:26,65939.7,Net 90,Outstanding,TXN00487,2024-05-01,Cash Inflow,54175,Investing Activities,Transaction 487
SALE00488,CUST040,2024-05-02,100737,PROD0235,270,363.5,98145.0,Credit Card,Pending,CUST040,2023-08-01 19:45:29,42503.47,2023-08-19 11:41:51,2023-10-18 19:10:53,41455.94,Net 30,Outstanding,TXN00488,2024-05-02,Cash Outflow,148788,Investing Activities,Transaction 488
SALE00489,CUST083,2024-05-03,21432,PROD0367,348,79.23,27572.04,Credit Card,Pending,CUST083,2023-06-18 09:18:30,54370.66,2023-08-21 00:04:40,2023-10-06 21:27:28,53799.590000000004,Net 30,Paid,TXN00489,2024-05-03,Cash Inflow,32376,Investing Activities,Transaction 489
SALE00490,CUST015,2024-05-04,24872,PROD0313,392,113.87,44637.04,Credit Card,Completed,CUST015,2023-09-21 14:25:48,28619.02,2023-01-31 06:42:02,2023-09-15 13:10:27,55478.62,Net 60,Outstanding,TXN00490,2024-05-04,Cash Inflow,31616,Investing Activities,Transaction 490
SALE00491,CUST073,2024-05-05,94872,PROD0026,540,411.18,222037.19999999998,Bank Transfer,Pending,CUST073,2023-04-27 10:41:54,59459.01,2023-01-08 23:23:39,2023-05-19 11:43:29,77551.77,Net 30,Outstanding,TXN00491,2024-05-05,Cash Outflow,115272,Investing Activities,Transaction 491
SALE00492,CUST052,2024-05-06,2032,PROD0409,232,168.04,38985.28,Bank Transfer,Pending,CUST052,2023-07-28 12:28:10,55221.17,2023-04-17 23:36:57,2023-03-09 14:28:10,54755.14,Net 90,Outstanding,TXN00492,2024-05-06,Cash Inflow,114872,Financing Activities,Transaction 492
SALE00493,CUST074,2024-05-07,64974,PROD0054,180,21.22,3819.5999999999995,Cash,Completed,CUST074,2023-05-15 19:55:21,29881.460000000003,2023-04-13 00:12:57,2023-07-10 18:30:46,27693.14,Net 30,Outstanding,TXN00493,2024-05-07,Cash Inflow,109152,Financing Activities,Transaction 493
SALE00494,CUST095,2024-05-08,16599,PROD0029,176,85.36,15023.36,Bank Transfer,Pending,CUST095,2023-06-23 14:39:08,49389.65,2023-12-12 22:55:15,2023-09-30 08:42:39,69434.77,Net 30,Outstanding,TXN00494,2024-05-08,Cash Outflow,101255,Investing Activities,Transaction 494
SALE00495,CUST053,2024-05-09,123490,PROD0467,400,119.57,47827.99999999999,Bank Transfer,Pending,CUST053,2023-08-10 20:28:43,62128.03,2023-02-01 19:11:25,2023-05-31 11:24:48,50952.21,Net 60,Outstanding,TXN00495,2024-05-09,Cash Inflow,106120,Operating Activities,Transaction 495
SALE00496,CUST087,2024-05-10,8840,PROD0353,190,479.09,91027.09999999999,Credit Card,Completed,CUST087,2023-01-26 16:41:04,41904.55,2023-10-30 00:56:54,2023-09-15 08:45:16,51831.380000000005,Net 30,Paid,TXN00496,2024-05-10,Cash Inflow,53410,Financing Activities,Transaction 496
SALE00497,CUST052,2024-05-11,91736,PROD0164,144,290.79,41873.76,Credit Card,Pending,CUST052,2023-07-28 12:28:10,55221.17,2023-04-17 23:36:57,2023-03-09 14:28:10,54755.14,Net 90,Outstanding,TXN00497,2024-05-11,Cash Inflow,126864,Operating Activities,Transaction 497
SALE00498,CUST030,2024-05-12,114744,PROD0270,14,467.04,6538.56,Bank Transfer,Completed,CUST030,2023-12-26 00:26:06,76021.64,2023-06-20 04:30:46,2023-10-17 20:55:01,74168.39,Net 30,Paid,TXN00498,2024-05-12,Cash Outflow,26726,Financing Activities,Transaction 498
SALE00499,CUST033,2024-05-13,61280,PROD0334,112,291.83,32684.96,Cash,Completed,CUST033,2023-09-27 17:46:33,38304.8,2023-10-23 00:26:42,2023-03-13 08:15:28,42288.35,Net 30,Outstanding,TXN00499,2024-05-13,Cash Inflow,40528,Investing Activities,Transaction 499
SALE00500,CUST057,2024-05-14,164229,PROD0035,611,244.88,149621.68,Credit Card,Completed,CUST057,2023-08-23 11:02:48,88660.8,2023-04-24 03:12:10,2023-08-19 14:33:07,83519.11,Net 90,Outstanding,TXN00500,2024-05-14,Cash Outflow,154466,Financing Activities,Transaction 500
SALE00501,CUST052,2024-05-15,59544,PROD0286,16,163.73,2619.68,Bank Transfer,Completed,CUST052,2023-07-28 12:28:10,55221.17,2023-04-17 23:36:57,2023-03-09 14:28:10,54755.14,Net 90,Outstanding,TXN00501,2024-05-15,Cash Inflow,147512,Investing Activities,Transaction 501
SALE00502,CUST009,2024-05-16,73060,PROD0348,280,307.12,85993.6,Bank Transfer,Pending,CUST009,2023-04-10 03:17:00,55430.15,2023-08-09 10:39:43,2023-09-28 11:08:59,51703.56,Net 90,Outstanding,TXN00502,2024-05-16,Cash Inflow,150960,Financing Activities,Transaction 502
SALE00503,CUST054,2024-05-17,39872,PROD0273,343,78.21,26826.03,Cash,Completed,CUST054,2023-02-27 08:23:03,39563.22,2023-02-20 04:56:52,2023-12-20 19:10:02,49626.28,Net 30,Outstanding,TXN00503,2024-05-17,Cash Inflow,9128,Investing Activities,Transaction 503
SALE00504,CUST001,2024-05-18,64911,PROD0451,330,450.15,148549.5,Cash,Completed,CUST001,2023-01-19 03:13:53,34792.41,2023-09-16 23:10:00,2023-11-15 22:11:25,34519.6,Net 60,Paid,TXN00504,2024-05-18,Cash Outflow,150931,Investing Activities,Transaction 504
SALE00505,CUST044,2024-05-19,17436,PROD0208,228,416.37,94932.36,Credit Card,Pending,CUST044,2023-12-11 11:24:07,17892.84,2023-09-29 16:08:30,2023-09-10 09:54:40,23899.73,Net 30,Outstanding,TXN00505,2024-05-19,Cash Inflow,10674,Investing Activities,Transaction 505
SALE00506,CUST099,2024-05-20,5733,PROD0238,36,165.59,5961.24,Cash,Completed,CUST099,2023-11-10 21:02:27,46714.51,2023-03-12 12:25:29,2023-07-25 19:15:45,35951.49,Net 60,Paid,TXN00506,2024-05-20,Cash Inflow,123228,Investing Activities,Transaction 506
SALE00507,CUST075,2024-05-21,42602,PROD0414,7,476.87,3338.09,Bank Transfer,Completed,CUST075,2023-04-04 22:33:34,33891.44,2023-01-17 19:51:47,2023-04-16 11:44:26,32391.100000000002,Net 90,Outstanding,TXN00507,2024-05-21,Cash Outflow,53081,Operating Activities,Transaction 507
SALE00508,CUST098,2024-05-22,19410,PROD0500,80,414.35,33148.0,Bank Transfer,Completed,CUST098,2023-11-16 15:47:26,58698.02,2023-03-23 02:09:46,2023-07-21 04:36:39,49404.41,Net 30,Outstanding,TXN00508,2024-05-22,Cash Inflow,115930,Investing Activities,Transaction 508
SALE00509,CUST080,2024-05-23,119772,PROD0093,261,336.49,87823.88999999998,Cash,Completed,CUST080,2023-12-05 18:02:18,54176.76,2023-11-05 19:18:59,2023-04-18 00:34:45,53505.47,Net 30,Paid,TXN00509,2024-05-23,Cash Outflow,164439,Operating Activities,Transaction 509
SALE00510,CUST009,2024-05-24,107470,PROD0173,390,69.66,27167.399999999998,Cash,Pending,CUST009,2023-04-10 03:17:00,55430.15,2023-08-09 10:39:43,2023-09-28 11:08:59,51703.56,Net 90,Outstanding,TXN00510,2024-05-24,Cash Outflow,133800,Operating Activities,Transaction 510
SALE00511,CUST032,2024-05-25,132240,PROD0079,45,244.33,10994.85,Cash,Completed,CUST032,2023-03-30 14:38:34,80815.27,2023-06-28 23:06:09,2023-01-06 21:43:05,88414.34,Net 30,Outstanding,TXN00511,2024-05-25,Cash Inflow,240255,Investing Activities,Transaction 511
SALE00512,CUST015,2024-05-26,56568,PROD0110,256,257.99,66045.44,Cash,Pending,CUST015,2023-09-21 14:25:48,28619.02,2023-01-31 06:42:02,2023-09-15 13:10:27,55478.62,Net 60,Outstanding,TXN00512,2024-05-26,Cash Outflow,156504,Operating Activities,Transaction 512
SALE00513,CUST012,2024-05-27,74425,PROD0217,130,123.95,16113.5,Credit Card,Pending,CUST012,2023-03-20 01:11:23,64339.85,2023-05-14 13:10:16,2023-07-25 13:38:27,71643.98,Net 90,Paid,TXN00513,2024-05-27,Cash Inflow,33878,Financing Activities,Transaction 513
SALE00514,CUST097,2024-05-28,24400,PROD0435,80,49.18,3934.4,Cash,Completed,CUST097,2023-11-18 17:43:04,35166.01,2023-03-13 15:53:44,2023-03-19 23:24:32,33720.88,Net 90,Outstanding,TXN00514,2024-05-28,Cash Outflow,132688,Investing Activities,Transaction 514
SALE00515,CUST078,2024-05-29,80920,PROD0358,190,390.59,74212.09999999999,Credit Card,Completed,CUST078,2023-02-27 17:09:25,49783.25,2023-01-09 05:02:44,2023-01-31 10:14:07,54662.54,Net 60,Paid,TXN00515,2024-05-29,Cash Outflow,53310,Operating Activities,Transaction 515
SALE00516,CUST057,2024-05-30,161499,PROD0106,598,69.8,41740.4,Bank Transfer,Completed,CUST057,2023-08-23 11:02:48,88660.8,2023-04-24 03:12:10,2023-08-19 14:33:07,83519.11,Net 90,Outstanding,TXN00516,2024-05-30,Cash Inflow,255476,Investing Activities,Transaction 516
SALE00517,CUST008,2024-05-31,63440,PROD0047,442,301.2,133130.4,Cash,Completed,CUST008,2023-09-15 21:15:38,78145.97,2023-07-07 18:46:06,2023-08-07 23:03:40,68514.32,Net 60,Paid,TXN00517,2024-05-31,Cash Outflow,47918,Investing Activities,Transaction 517
SALE00518,CUST072,2024-06-01,136477,PROD0181,363,468.86,170196.18,Credit Card,Pending,CUST072,2023-06-16 00:32:31,59480.26,2023-12-21 18:00:26,2023-05-12 16:51:40,48962.630000000005,Net 30,Outstanding,TXN00518,2024-06-01,Cash Outflow,33803,Investing Activities,Transaction 518
SALE00519,CUST027,2024-06-02,34552,PROD0064,322,439.29,141451.38,Cash,Pending,CUST027,2023-08-02 18:43:38,84024.76,2023-11-27 12:19:32,2023-06-03 23:17:51,75951.49,Net 90,Outstanding,TXN00519,2024-06-02,Cash Outflow,186312,Operating Activities,Transaction 519
SALE00520,CUST062,2024-06-03,133529,PROD0246,308,146.1,44998.8,Bank Transfer,Pending,CUST062,2023-11-18 10:27:54,61982.12,2023-06-11 20:16:32,2023-01-08 17:20:24,59561.68,Net 30,Paid,TXN00520,2024-06-03,Cash Outflow,34089,Financing Activities,Transaction 520
SALE00521,CUST012,2024-06-04,87815,PROD0244,416,427.21,177719.36,Bank Transfer,Completed,CUST012,2023-03-20 01:11:23,64339.85,2023-05-14 13:10:16,2023-07-25 13:38:27,71643.98,Net 90,Paid,TXN00521,2024-06-04,Cash Outflow,58929,Financing Activities,Transaction 521
SALE00522,CUST065,2024-06-05,82730,PROD0422,70,10.16,711.2,Bank Transfer,Pending,CUST065,2023-03-10 15:41:52,69728.94,2023-11-20 12:18:52,2023-12-12 13:24:04,54555.14,Net 30,Outstanding,TXN00522,2024-06-05,Cash Inflow,89280,Operating Activities,Transaction 522
SALE00523,CUST042,2024-06-06,68925,PROD0320,435,18.67,8121.450000000001,Cash,Completed,CUST042,2023-05-19 21:18:07,81134.85,2023-06-22 15:34:57,2023-10-12 14:31:37,67368.16,Net 30,Paid,TXN00523,2024-06-06,Cash Outflow,27060,Investing Activities,Transaction 523
SALE00524,CUST062,2024-06-07,120923,PROD0087,88,305.25,26862.0,Cash,Completed,CUST062,2023-11-18 10:27:54,61982.12,2023-06-11 20:16:32,2023-01-08 17:20:24,59561.68,Net 30,Paid,TXN00524,2024-06-07,Cash Inflow,200035,Operating Activities,Transaction 524
SALE00525,CUST011,2024-06-08,74104,PROD0217,8,188.75,1510.0,Credit Card,Completed,CUST011,2023-07-22 05:12:44,38055.71,2023-02-25 05:52:24,2023-05-25 02:32:13,31996.71,Net 60,Paid,TXN00525,2024-06-08,Cash Outflow,155400,Operating Activities,Transaction 525
SALE00526,CUST043,2024-06-09,73224,PROD0490,36,199.37,7177.32,Bank Transfer,Completed,CUST043,2023-09-14 20:44:46,59017.54,2023-11-11 00:20:44,2023-03-06 03:54:56,55338.5,Net 60,Outstanding,TXN00526,2024-06-09,Cash Inflow,227220,Operating Activities,Transaction 526
SALE00527,CUST095,2024-06-10,73854,PROD0007,264,286.58,75657.12,Cash,Completed,CUST095,2023-06-23 14:39:08,49389.65,2023-12-12 22:55:15,2023-09-30 08:42:39,69434.77,Net 30,Outstanding,TXN00527,2024-06-10,Cash Inflow,100463,Investing Activities,Transaction 527
SALE00528,CUST017,2024-06-11,75664,PROD0278,184,103.97,19130.48,Bank Transfer,Pending,CUST017,2023-05-21 10:43:25,25929.02,2023-05-21 06:18:32,2023-08-25 20:10:52,46118.259999999995,Net 90,Paid,TXN00528,2024-06-11,Cash Outflow,94976,Operating Activities,Transaction 528
SALE00529,CUST097,2024-06-12,108024,PROD0337,64,113.76,7280.64,Bank Transfer,Pending,CUST097,2023-11-18 17:43:04,35166.01,2023-03-13 15:53:44,2023-03-19 23:24:32,33720.88,Net 90,Outstanding,TXN00529,2024-06-12,Cash Outflow,75968,Investing Activities,Transaction 529
SALE00530,CUST032,2024-06-13,198315,PROD0210,705,247.45,174452.25,Credit Card,Completed,CUST032,2023-03-30 14:38:34,80815.27,2023-06-28 23:06:09,2023-01-06 21:43:05,88414.34,Net 30,Outstanding,TXN00530,2024-06-13,Cash Outflow,254370,Operating Activities,Transaction 530
SALE00531,CUST093,2024-06-14,42133,PROD0497,259,379.58,98311.22,Credit Card,Pending,CUST093,2023-11-06 13:05:24,32409.46,2023-10-06 12:44:33,2023-07-21 14:34:53,37029.52,Net 60,Paid,TXN00531,2024-06-14,Cash Inflow,41825,Financing Activities,Transaction 531
SALE00532,CUST085,2024-06-15,77462,PROD0169,21,313.55,6584.55,Credit Card,Completed,CUST085,2023-02-24 21:26:36,32354.309999999998,2023-01-05 12:59:39,2023-01-13 19:02:53,32354.309999999998,Net 60,Paid,TXN00532,2024-06-15,Cash Outflow,53788,Operating Activities,Transaction 532
SALE00533,CUST085,2024-06-16,71918,PROD0330,231,155.7,35966.7,Credit Card,Completed,CUST085,2023-02-24 21:26:36,32354.309999999998,2023-01-05 12:59:39,2023-01-13 19:02:53,32354.309999999998,Net 60,Paid,TXN00533,2024-06-16,Cash Inflow,93625,Operating Activities,Transaction 533
SALE00534,CUST040,2024-06-17,8577,PROD0138,252,220.87,55659.240000000005,Bank Transfer,Completed,CUST040,2023-08-01 19:45:29,42503.47,2023-08-19 11:41:51,2023-10-18 19:10:53,41455.94,Net 30,Outstanding,TXN00534,2024-06-17,Cash Inflow,19098,Financing Activities,Transaction 534
SALE00535,CUST023,2024-06-18,46706,PROD0441,517,93.63,48406.71,Credit Card,Pending,CUST023,2023-09-15 02:41:16,61594.92,2023-11-23 06:02:33,2023-12-16 04:06:27,46022.24,Net 90,Outstanding,TXN00535,2024-06-18,Cash Inflow,181368,Investing Activities,Transaction 535
SALE00536,CUST056,2024-06-19,84196,PROD0391,56,46.57,2607.92,Credit Card,Completed,CUST056,2023-02-01 13:42:32,45588.270000000004,2023-06-03 18:13:08,2023-01-31 15:30:04,45956.3,Net 90,Paid,TXN00536,2024-06-19,Cash Outflow,59787,Investing Activities,Transaction 536
SALE00537,CUST006,2024-06-20,30952,PROD0496,272,393.52,107037.44,Credit Card,Completed,CUST006,2023-04-11 00:28:30,28230.760000000002,2023-08-06 04:48:55,2023-05-13 06:38:43,31346.010000000002,Net 60,Outstanding,TXN00537,2024-06-20,Cash Outflow,137800,Operating Activities,Transaction 537
SALE00538,CUST086,2024-06-21,6066,PROD0381,315,140.04,44112.6,Credit Card,Pending,CUST086,2023-08-18 17:07:05,48014.74,2023-01-15 18:13:25,2023-04-14 05:19:02,47511.53,Net 90,Outstanding,TXN00538,2024-06-21,Cash Inflow,170622,Financing Activities,Transaction 538
SALE00539,CUST050,2024-06-22,161742,PROD0306,448,97.11,43505.28,Bank Transfer,Pending,CUST050,2023-08-28 11:57:50,78683.42,2023-08-10 07:49:58,2023-08-24 11:03:20,81790.71,Net 30,Outstanding,TXN00539,2024-06-22,Cash Inflow,118888,Investing Activities,Transaction 539
SALE00540,CUST037,2024-06-23,8736,PROD0230,168,348.89,58613.520000000004,Credit Card,Pending,CUST037,2023-01-09 10:59:34,39262.39,2023-01-18 11:01:02,2023-12-05 18:25:39,38088.11,Net 60,Paid,TXN00540,2024-06-23,Cash Outflow,113022,Operating Activities,Transaction 540
SALE00541,CUST064,2024-06-24,57537,PROD0475,126,312.85,39419.100000000006,Bank Transfer,Completed,CUST064,2023-10-25 09:53:58,51270.67,2023-08-26 12:15:47,2023-11-30 07:25:59,45600.7,Net 60,Paid,TXN00541,2024-06-24,Cash Inflow,157761,Financing Activities,Transaction 541
SALE00542,CUST054,2024-06-25,45899,PROD0308,224,320.26,71738.23999999999,Cash,Completed,CUST054,2023-02-27 08:23:03,39563.22,2023-02-20 04:56:52,2023-12-20 19:10:02,49626.28,Net 30,Outstanding,TXN00542,2024-06-25,Cash Outflow,33341,Investing Activities,Transaction 542
SALE00543,CUST072,2024-06-26,83699,PROD0161,506,122.16,61812.96,Bank Transfer,Pending,CUST072,2023-06-16 00:32:31,59480.26,2023-12-21 18:00:26,2023-05-12 16:51:40,48962.630000000005,Net 30,Outstanding,TXN00543,2024-06-26,Cash Inflow,160160,Investing Activities,Transaction 543
SALE00544,CUST049,2024-06-27,206360,PROD0001,602,124.0,74648.0,Bank Transfer,Completed,CUST049,2023-04-10 01:21:55,96116.34,2023-03-08 15:10:28,2023-12-02 18:38:42,74290.45999999999,Net 30,Paid,TXN00544,2024-06-27,Cash Outflow,219184,Financing Activities,Transaction 544
SALE00545,CUST099,2024-06-28,90063,PROD0236,144,118.19,17019.36,Credit Card,Pending,CUST099,2023-11-10 21:02:27,46714.51,2023-03-12 12:25:29,2023-07-25 19:15:45,35951.49,Net 60,Paid,TXN00545,2024-06-28,Cash Inflow,82314,Financing Activities,Transaction 545
SALE00546,CUST011,2024-06-29,39016,PROD0437,32,95.14,3044.48,Cash,Pending,CUST011,2023-07-22 05:12:44,38055.71,2023-02-25 05:52:24,2023-05-25 02:32:13,31996.71,Net 60,Paid,TXN00546,2024-06-29,Cash Outflow,97312,Financing Activities,Transaction 546
SALE00547,CUST088,2024-06-30,238050,PROD0188,666,331.3,220645.80000000002,Cash,Completed,CUST088,2023-11-07 17:40:46,93185.69,2023-08-10 22:09:08,2023-08-29 06:24:06,80130.38,Net 90,Paid,TXN00547,2024-06-30,Cash Inflow,62442,Financing Activities,Transaction 547
SALE00548,CUST049,2024-07-01,55356,PROD0418,294,425.53,125105.81999999999,Cash,Completed,CUST049,2023-04-10 01:21:55,96116.34,2023-03-08 15:10:28,2023-12-02 18:38:42,74290.45999999999,Net 30,Paid,TXN00548,2024-07-01,Cash Outflow,49392,Operating Activities,Transaction 548
SALE00549,CUST021,2024-07-02,201975,PROD0004,210,364.92,76633.2,Cash,Pending,CUST021,2023-04-02 00:10:16,89729.16,2023-07-09 01:14:47,2023-10-16 23:49:10,79997.27,Net 60,Paid,TXN00549,2024-07-02,Cash Outflow,293475,Financing Activities,Transaction 549
SALE00550,CUST066,2024-07-03,36274,PROD0401,434,398.13,172788.42,Bank Transfer,Pending,CUST066,2023-10-02 14:02:36,52866.84,2023-09-06 03:07:51,2023-08-08 03:48:21,65907.19,Net 60,Paid,TXN00550,2024-07-03,Cash Inflow,57806,Investing Activities,Transaction 550
SALE00551,CUST063,2024-07-04,65712,PROD0132,288,208.35,60004.799999999996,Cash,Pending,CUST063,2023-06-25 09:47:07,18569.989999999998,2023-09-13 01:44:46,2023-07-06 07:21:31,27450.88,Net 30,Paid,TXN00551,2024-07-04,Cash Inflow,21402,Investing Activities,Transaction 551
SALE00552,CUST083,2024-07-05,176388,PROD0427,216,330.5,71388.0,Bank Transfer,Pending,CUST083,2023-06-18 09:18:30,54370.66,2023-08-21 00:04:40,2023-10-06 21:27:28,53799.590000000004,Net 30,Paid,TXN00552,2024-07-05,Cash Outflow,77292,Operating Activities,Transaction 552
SALE00553,CUST028,2024-07-06,35464,PROD0218,77,183.58,14135.660000000002,Bank Transfer,Completed,CUST028,2023-09-12 17:54:08,40126.62,2023-01-11 07:09:55,2023-06-23 11:32:02,49207.75,Net 60,Outstanding,TXN00553,2024-07-06,Cash Inflow,200970,Investing Activities,Transaction 553
