InvoiceNumber,SupplierID,InvoiceDate,InvoiceAmount,DueDate,PaymentDate,PaymentAmount,PaymentTerms,InvoiceStatus,DaysToPay
INV00812,SUP011,2025-03-22,6368,2025-05-07,2025-05-09,6368,Net 30,Paid,48
INV00705,SUP076,2024-12-05,9721,2025-01-08,2025-01-09,9721,Net 30,Paid,35
INV00020,SUP022,2023-01-20,3585,2023-03-15,2023-03-18,3585,Net 45,Pending,57
INV00137,SUP067,2023-05-17,1878,2023-06-30,2023-07-06,1878,Net 45,Paid,50
INV00077,SUP099,2023-03-18,9468,2023-05-05,2023-05-10,9468,Net 60,Pending,53
INV00299,SUP004,2023-10-26,3644,2023-12-18,2023-12-24,3644,Net 60,Pending,59
INV00026,SUP092,2023-01-26,2247,2023-03-21,2023-03-30,2247,Net 60,Paid,63
INV00200,SUP031,2023-07-19,397,2023-09-08,2023-09-09,397,Net 30,Paid,52
INV00211,SUP013,2023-07-30,6746,2023-09-15,2023-09-19,6746,Net 60,Paid,51
INV00644,SUP095,2024-10-05,3071,2024-11-30,2024-12-08,3071,Net 60,Paid,64
INV00695,SUP099,2024-11-25,6744,2025-01-12,2025-01-21,6744,Net 30,Pending,57
INV00052,SUP095,2023-02-21,8426,2023-04-20,2023-04-25,8426,Net 45,Paid,63
INV00640,SUP042,2024-10-01,455,2024-11-15,2024-11-22,455,Net 30,Paid,52
INV00086,SUP092,2023-03-27,264,2023-05-24,2023-05-31,264,Net 45,Pending,65
INV00799,SUP055,2025-03-09,3286,2025-04-24,2025-05-02,3286,Net 60,Paid,54
INV00956,SUP030,2025-08-13,4812,2025-09-29,2025-10-07,4812,Net 60,Paid,55
INV00907,SUP020,2025-06-25,6613,2025-07-30,2025-07-31,6613,Net 60,Paid,36
INV00102,SUP076,2023-04-12,8592,2023-06-10,2023-06-10,8592,Net 30,Paid,59
INV00243,SUP029,2023-08-31,1354,2023-10-16,2023-10-22,1354,Net 45,Paid,52
INV00717,SUP088,2024-12-17,5054,2025-02-01,2025-02-10,5054,Net 45,Pending,55
INV00276,SUP011,2023-10-03,3646,2023-11-23,2023-11-23,3646,Net 30,Paid,51
INV00212,SUP035,2023-07-31,9761,2023-09-17,2023-09-18,9761,Net 60,Paid,49
INV00204,SUP074,2023-07-23,9000,2023-08-31,2023-09-09,9000,Net 30,Pending,48
INV00917,SUP050,2025-07-05,1265,2025-08-15,2025-08-16,1265,Net 30,Paid,42
INV00475,SUP040,2024-04-19,7743,2024-06-12,2024-06-14,7743,Net 45,Paid,56
INV00188,SUP002,2023-07-07,5991,2023-08-25,2023-08-29,5991,Net 30,Pending,53
INV00131,SUP062,2023-05-11,5316,2023-07-02,2023-07-07,5316,Net 45,Paid,57
INV00112,SUP040,2023-04-22,4040,2023-05-31,2023-06-01,4040,Net 45,Paid,40
INV00029,SUP045,2023-01-29,389,2023-03-05,2023-03-06,389,Net 60,Pending,36
INV00008,SUP003,2023-01-08,4626,2023-02-28,2023-03-07,4626,Net 30,Paid,58
INV00633,SUP057,2024-09-24,2979,2024-11-19,2024-11-26,2979,Net 60,Pending,63
INV00994,SUP041,2025-09-20,4346,2025-11-10,2025-11-17,4346,Net 45,Paid,58
INV00111,SUP057,2023-04-21,8310,2023-05-23,2023-05-31,8310,Net 60,Pending,40
INV00437,SUP062,2024-03-12,3039,2024-05-02,2024-05-10,3039,Net 30,Pending,59
INV00058,SUP049,2023-02-27,1221,2023-04-18,2023-04-22,1221,Net 45,Pending,54
INV00999,SUP070,2025-09-25,5932,2025-11-10,2025-11-17,5932,Net 30,Paid,53
INV00750,SUP004,2025-01-19,4388,2025-03-03,2025-03-06,4388,Net 45,Pending,46
INV00532,SUP072,2024-06-15,5534,2024-08-05,2024-08-09,5534,Net 30,Paid,55
INV00611,SUP095,2024-09-02,7314,2024-10-19,2024-10-28,7314,Net 45,Paid,56
INV00528,SUP080,2024-06-11,6741,2024-08-06,2024-08-06,6741,Net 45,Paid,56
INV00928,SUP068,2025-07-16,2912,2025-08-21,2025-08-23,2912,Net 60,Paid,38
INV00344,SUP040,2023-12-10,7171,2024-01-10,2024-01-14,7171,Net 60,Pending,35
INV00566,SUP036,2024-07-19,3123,2024-09-03,2024-09-12,3123,Net 60,Pending,55
INV00817,SUP077,2025-03-27,9561,2025-05-22,2025-05-25,9561,Net 30,Pending,59
INV00608,SUP073,2024-08-30,2903,2024-10-03,2024-10-07,2903,Net 45,Pending,38
INV00247,SUP074,2023-09-04,1848,2023-10-29,2023-11-05,1848,Net 30,Pending,62
INV00901,SUP019,2025-06-19,3591,2025-07-31,2025-08-06,3591,Net 45,Pending,48
INV00772,SUP025,2025-02-10,3844,2025-03-14,2025-03-19,3844,Net 30,Pending,37
INV00508,SUP090,2024-05-22,4560,2024-07-17,2024-07-20,4560,Net 60,Paid,59
INV00773,SUP021,2025-02-11,4632,2025-03-29,2025-04-05,4632,Net 30,Pending,53
INV00409,SUP093,2024-02-13,4270,2024-03-20,2024-03-28,4270,Net 60,Paid,44
INV00511,SUP054,2024-05-25,2982,2024-07-22,2024-07-27,2982,Net 60,Paid,63
INV00326,SUP094,2023-11-22,4214,2024-01-07,2024-01-12,4214,Net 45,Paid,51
INV00715,SUP076,2024-12-15,5315,2025-01-25,2025-01-30,5315,Net 45,Paid,46
INV00291,SUP089,2023-10-18,7883,2023-12-13,2023-12-13,7883,Net 60,Paid,56
INV00982,SUP084,2025-09-08,7990,2025-10-29,2025-11-04,7990,Net 30,Paid,57
INV00190,SUP075,2023-07-09,5131,2023-08-12,2023-08-20,5131,Net 60,Pending,42
INV00110,SUP059,2023-04-20,5256,2023-05-26,2023-05-27,5256,Net 30,Paid,37
INV00977,SUP015,2025-09-03,545,2025-10-14,2025-10-22,545,Net 60,Paid,49
INV00476,SUP020,2024-04-20,7787,2024-05-29,2024-06-02,7787,Net 45,Pending,43
INV00950,SUP066,2025-08-07,1320,2025-09-08,2025-09-16,1320,Net 60,Pending,40
INV00287,SUP005,2023-10-14,9351,2023-11-20,2023-11-21,9351,Net 30,Paid,38
INV00871,SUP013,2025-05-20,2226,2025-06-27,2025-07-04,2226,Net 30,Paid,45
INV00043,SUP078,2023-02-12,7713,2023-04-06,2023-04-11,7713,Net 45,Paid,58
INV00679,SUP068,2024-11-09,8139,2024-12-15,2024-12-17,8139,Net 60,Pending,38
INV00616,SUP033,2024-09-07,867,2024-10-19,2024-10-27,867,Net 45,Pending,50
INV00372,SUP079,2024-01-07,204,2024-02-13,2024-02-22,204,Net 45,Pending,46
INV00109,SUP008,2023-04-19,9962,2023-06-10,2023-06-17,9962,Net 60,Paid,59
INV00610,SUP074,2024-09-01,8320,2024-10-26,2024-11-02,8320,Net 30,Paid,62
INV00654,SUP006,2024-10-15,4125,2024-11-17,2024-11-17,4125,Net 45,Pending,33
INV00963,SUP098,2025-08-20,3428,2025-10-01,2025-10-03,3428,Net 45,Paid,44
INV00310,SUP050,2023-11-06,1180,2023-12-08,2023-12-09,1180,Net 30,Paid,33
INV00401,SUP040,2024-02-05,1281,2024-03-13,2024-03-16,1281,Net 45,Paid,40
INV00556,SUP022,2024-07-09,8902,2024-08-27,2024-09-05,8902,Net 45,Paid,58
INV00697,SUP028,2024-11-27,3014,2025-01-02,2025-01-02,3014,Net 45,Paid,36
INV00558,SUP013,2024-07-11,4512,2024-08-26,2024-09-03,4512,Net 60,Pending,54
INV00317,SUP012,2023-11-13,2016,2023-12-23,2023-12-28,2016,Net 60,Pending,45
INV00142,SUP045,2023-05-22,3357,2023-07-18,2023-07-18,3357,Net 45,Pending,57
INV00987,SUP043,2025-09-13,4076,2025-10-15,2025-10-18,4076,Net 45,Pending,35
INV00337,SUP072,2023-12-03,5796,2024-01-19,2024-01-19,5796,Net 30,Paid,47
INV00396,SUP052,2024-01-31,1350,2024-03-21,2024-03-21,1350,Net 60,Pending,50
INV00462,SUP018,2024-04-06,2282,2024-05-25,2024-05-26,2282,Net 30,Pending,50
INV00104,SUP061,2023-04-14,7415,2023-06-01,2023-06-03,7415,Net 45,Pending,50
INV00661,SUP049,2024-10-22,8902,2024-12-03,2024-12-03,8902,Net 30,Paid,42
INV00452,SUP057,2024-03-27,8202,2024-05-25,2024-05-28,8202,Net 60,Paid,62
INV00872,SUP031,2025-05-21,3944,2025-06-27,2025-07-03,3944,Net 60,Paid,43
INV00123,SUP081,2023-05-03,7921,2023-06-08,2023-06-17,7921,Net 45,Pending,45
INV00480,SUP082,2024-04-24,6188,2024-06-12,2024-06-20,6188,Net 30,Pending,57
INV00873,SUP035,2025-05-22,9293,2025-07-01,2025-07-05,9293,Net 30,Paid,44
INV00753,SUP055,2025-01-22,7770,2025-02-24,2025-02-24,7770,Net 30,Paid,33
INV00294,SUP022,2023-10-21,8408,2023-11-22,2023-11-26,8408,Net 60,Paid,36
INV00923,SUP070,2025-07-11,6184,2025-09-05,2025-09-10,6184,Net 60,Paid,61
INV00824,SUP094,2025-04-03,2672,2025-05-14,2025-05-23,2672,Net 60,Pending,50
INV00847,SUP022,2025-04-26,7689,2025-06-16,2025-06-18,7689,Net 30,Paid,53
INV00744,SUP087,2025-01-13,7887,2025-03-02,2025-03-07,7887,Net 45,Pending,53
INV00440,SUP010,2024-03-15,9287,2024-05-01,2024-05-02,9287,Net 30,Paid,48
INV00356,SUP059,2023-12-22,9558,2024-02-12,2024-02-13,9558,Net 45,Paid,53
INV00954,SUP080,2025-08-11,2443,2025-09-23,2025-09-23,2443,Net 30,Paid,43
INV00206,SUP091,2023-07-25,4482,2023-09-16,2023-09-17,4482,Net 60,Paid,54
INV00022,SUP076,2023-01-22,8866,2023-03-18,2023-03-24,8866,Net 45,Pending,61
INV00420,SUP036,2024-02-24,9635,2024-04-21,2024-04-23,9635,Net 30,Paid,59
INV00036,SUP064,2023-02-05,1728,2023-03-23,2023-03-26,1728,Net 30,Pending,49
INV00454,SUP053,2024-03-29,4113,2024-05-20,2024-05-25,4113,Net 45,Pending,57
INV00997,SUP032,2025-09-23,3997,2025-10-29,2025-10-29,3997,Net 45,Pending,36
INV00332,SUP066,2023-11-28,984,2024-01-06,2024-01-06,984,Net 45,Paid,39
INV00957,SUP074,2025-08-14,2065,2025-10-04,2025-10-11,2065,Net 45,Pending,58
INV00128,SUP090,2023-05-08,2990,2023-06-29,2023-06-29,2990,Net 60,Paid,52
INV00674,SUP056,2024-11-04,6800,2024-12-05,2024-12-06,6800,Net 45,Paid,32
INV00658,SUP064,2024-10-19,4200,2024-11-24,2024-12-03,4200,Net 60,Paid,45
INV00622,SUP044,2024-09-13,7683,2024-10-20,2024-10-23,7683,Net 45,Paid,40
INV00280,SUP055,2023-10-07,3636,2023-11-26,2023-11-27,3636,Net 45,Pending,51
INV00976,SUP018,2025-09-02,1014,2025-10-20,2025-10-27,1014,Net 45,Paid,55
INV00340,SUP022,2023-12-06,737,2024-01-16,2024-01-22,737,Net 60,Pending,47
INV00156,SUP096,2023-06-05,9674,2023-07-26,2023-08-04,9674,Net 60,Pending,60
INV00874,SUP060,2025-05-23,209,2025-07-13,2025-07-22,209,Net 45,Pending,60
INV00524,SUP067,2024-06-07,2356,2024-07-31,2024-08-09,2356,Net 60,Paid,63
INV00527,SUP098,2024-06-10,5505,2024-07-13,2024-07-17,5505,Net 30,Paid,37
INV00852,SUP062,2025-05-01,317,2025-06-23,2025-07-02,317,Net 60,Paid,62
INV00789,SUP040,2025-02-27,2997,2025-03-31,2025-03-31,2997,Net 30,Paid,32
INV00078,SUP083,2023-03-19,5087,2023-05-14,2023-05-17,5087,Net 60,Paid,59
INV00569,SUP015,2024-07-22,9105,2024-08-23,2024-08-30,9105,Net 60,Pending,39
INV00671,SUP017,2024-11-01,5009,2024-12-07,2024-12-12,5009,Net 60,Paid,41
INV00764,SUP085,2025-02-02,2793,2025-03-23,2025-03-30,2793,Net 45,Pending,56
INV00408,SUP008,2024-02-12,3543,2024-04-01,2024-04-02,3543,Net 60,Paid,50
INV00676,SUP066,2024-11-06,2248,2024-12-18,2024-12-22,2248,Net 45,Paid,46
INV00636,SUP027,2024-09-27,7914,2024-10-27,2024-10-31,7914,Net 30,Pending,34
INV00435,SUP046,2024-03-10,9740,2024-04-12,2024-04-18,9740,Net 30,Pending,39
INV00769,SUP052,2025-02-07,6693,2025-03-30,2025-04-01,6693,Net 30,Paid,53
INV00578,SUP072,2024-07-31,8847,2024-09-12,2024-09-18,8847,Net 30,Pending,49
INV00060,SUP092,2023-03-01,8189,2023-04-06,2023-04-06,8189,Net 30,Paid,36
INV00039,SUP067,2023-02-08,9038,2023-03-21,2023-03-22,9038,Net 30,Pending,42
INV00688,SUP058,2024-11-18,970,2024-12-19,2024-12-21,970,Net 60,Paid,33
INV00505,SUP083,2024-05-19,7600,2024-07-11,2024-07-17,7600,Net 30,Paid,59
INV00522,SUP053,2024-06-05,1367,2024-07-17,2024-07-26,1367,Net 30,Pending,51
INV00201,SUP091,2023-07-20,7325,2023-08-30,2023-09-07,7325,Net 30,Pending,49
INV00588,SUP016,2024-08-10,1128,2024-09-17,2024-09-23,1128,Net 60,Pending,44
INV00073,SUP039,2023-03-14,7063,2023-04-13,2023-04-16,7063,Net 30,Pending,33
INV00424,SUP095,2024-02-28,2679,2024-04-02,2024-04-05,2679,Net 30,Paid,37
INV00754,SUP001,2025-01-23,8156,2025-03-10,2025-03-16,8156,Net 30,Pending,52
INV00322,SUP003,2023-11-18,2095,2024-01-07,2024-01-14,2095,Net 60,Pending,57
INV00601,SUP094,2024-08-23,3576,2024-09-23,2024-09-26,3576,Net 30,Paid,34
INV00905,SUP035,2025-06-23,9264,2025-07-29,2025-07-29,9264,Net 60,Paid,36
INV00160,SUP084,2023-06-09,5730,2023-07-24,2023-08-01,5730,Net 30,Pending,53
INV00162,SUP076,2023-06-11,3948,2023-07-17,2023-07-25,3948,Net 30,Paid,44
INV00336,SUP075,2023-12-02,7406,2024-01-03,2024-01-10,7406,Net 30,Pending,39
INV00553,SUP031,2024-07-06,9780,2024-08-21,2024-08-26,9780,Net 30,Paid,51
INV00938,SUP028,2025-07-26,1402,2025-09-23,2025-09-29,1402,Net 60,Pending,65
INV00363,SUP073,2023-12-29,6493,2024-02-15,2024-02-21,6493,Net 30,Pending,54
INV00468,SUP079,2024-04-12,4174,2024-06-01,2024-06-04,4174,Net 45,Paid,53
INV00185,SUP071,2023-07-04,5449,2023-08-25,2023-08-25,5449,Net 60,Paid,52
INV00834,SUP076,2025-04-13,5822,2025-06-11,2025-06-16,5822,Net 60,Paid,64
INV00966,SUP023,2025-08-23,3091,2025-10-10,2025-10-13,3091,Net 30,Paid,51
INV00881,SUP089,2025-05-30,1819,2025-07-12,2025-07-13,1819,Net 45,Pending,44
INV00246,SUP066,2023-09-03,6397,2023-10-08,2023-10-14,6397,Net 30,Paid,41
INV00421,SUP026,2024-02-25,5388,2024-04-07,2024-04-12,5388,Net 30,Pending,47
INV00303,SUP022,2023-10-30,501,2023-12-22,2023-12-26,501,Net 30,Pending,57
INV00554,SUP085,2024-07-07,1565,2024-08-14,2024-08-23,1565,Net 45,Paid,47
INV00374,SUP094,2024-01-09,5515,2024-02-25,2024-03-02,5515,Net 60,Paid,53
INV00361,SUP087,2023-12-27,774,2024-02-10,2024-02-12,774,Net 45,Paid,47
INV00737,SUP035,2025-01-06,6454,2025-02-11,2025-02-18,6454,Net 30,Paid,43
INV00912,SUP044,2025-06-30,7746,2025-08-16,2025-08-16,7746,Net 30,Paid,47
INV00444,SUP044,2024-03-19,7033,2024-04-27,2024-04-30,7033,Net 45,Paid,42
INV00867,SUP061,2025-05-16,2028,2025-07-09,2025-07-14,2028,Net 60,Pending,59
INV00096,SUP064,2023-04-06,591,2023-05-23,2023-05-29,591,Net 45,Paid,53
INV00678,SUP037,2024-11-08,916,2024-12-19,2024-12-20,916,Net 30,Paid,42
INV00596,SUP094,2024-08-18,4375,2024-09-24,2024-09-27,4375,Net 60,Pending,40
INV00843,SUP042,2025-04-22,4524,2025-05-27,2025-06-03,4524,Net 60,Paid,42
INV00694,SUP058,2024-11-24,5058,2024-12-29,2025-01-07,5058,Net 30,Pending,44
INV00788,SUP067,2025-02-26,1118,2025-04-01,2025-04-06,1118,Net 30,Paid,39
INV00919,SUP099,2025-07-07,9710,2025-08-13,2025-08-22,9710,Net 30,Paid,46
INV00182,SUP056,2023-07-01,6055,2023-08-09,2023-08-15,6055,Net 30,Paid,45
INV00996,SUP005,2025-09-22,3568,2025-10-22,2025-10-22,3568,Net 45,Paid,30
INV00967,SUP069,2025-08-24,3956,2025-10-15,2025-10-21,3956,Net 45,Pending,58
INV00934,SUP062,2025-07-22,4218,2025-09-07,2025-09-16,4218,Net 30,Paid,56
INV00864,SUP035,2025-05-13,2248,2025-06-17,2025-06-18,2248,Net 60,Paid,36
INV00493,SUP018,2024-05-07,3966,2024-07-05,2024-07-05,3966,Net 30,Paid,59
INV00927,SUP079,2025-07-15,9384,2025-08-22,2025-08-23,9384,Net 30,Pending,39
INV00171,SUP021,2023-06-20,6785,2023-08-07,2023-08-12,6785,Net 30,Paid,53
INV00296,SUP065,2023-10-23,9635,2023-11-23,2023-11-25,9635,Net 60,Pending,33
INV00775,SUP005,2025-02-13,6011,2025-03-26,2025-03-31,6011,Net 60,Paid,46
INV00531,SUP038,2024-06-14,7530,2024-08-11,2024-08-12,7530,Net 60,Pending,59
INV00108,SUP016,2023-04-18,8354,2023-06-15,2023-06-16,8354,Net 30,Pending,59
INV00895,SUP014,2025-06-13,5456,2025-07-13,2025-07-13,5456,Net 30,Paid,30
INV00386,SUP098,2024-01-21,1893,2024-02-26,2024-03-04,1893,Net 30,Pending,43
INV00711,SUP027,2024-12-11,1531,2025-01-27,2025-02-04,1531,Net 45,Pending,55
INV00809,SUP060,2025-03-19,4832,2025-05-15,2025-05-19,4832,Net 45,Pending,61
INV00794,SUP075,2025-03-04,3545,2025-04-08,2025-04-13,3545,Net 30,Paid,40
INV00559,SUP045,2024-07-12,1524,2024-09-08,2024-09-08,1524,Net 60,Pending,58
INV00321,SUP038,2023-11-17,5642,2023-12-18,2023-12-24,5642,Net 30,Paid,37
INV00348,SUP084,2023-12-14,4980,2024-01-24,2024-01-31,4980,Net 45,Paid,48
INV00985,SUP067,2025-09-11,7347,2025-10-19,2025-10-20,7347,Net 45,Paid,39
INV00936,SUP045,2025-07-24,8589,2025-09-21,2025-09-23,8589,Net 60,Pending,61
INV00795,SUP061,2025-03-05,7873,2025-04-18,2025-04-24,7873,Net 45,Paid,50
INV00306,SUP081,2023-11-02,899,2023-12-05,2023-12-14,899,Net 30,Paid,42
INV00410,SUP094,2024-02-14,9862,2024-03-17,2024-03-25,9862,Net 45,Paid,40
INV00327,SUP013,2023-11-23,1886,2023-12-23,2024-01-01,1886,Net 45,Paid,39
INV00004,SUP066,2023-01-04,5391,2023-02-24,2023-02-27,5391,Net 45,Pending,54
INV00341,SUP020,2023-12-07,6186,2024-01-24,2024-01-27,6186,Net 30,Pending,51
INV00129,SUP023,2023-05-09,7608,2023-06-10,2023-06-16,7608,Net 45,Pending,38
INV00088,SUP029,2023-03-29,2768,2023-05-13,2023-05-16,2768,Net 30,Pending,48
INV00107,SUP054,2023-04-17,2931,2023-05-24,2023-05-28,2931,Net 60,Pending,41
INV00245,SUP043,2023-09-02,6495,2023-10-26,2023-11-01,6495,Net 45,Paid,60
INV00423,SUP004,2024-02-27,6817,2024-03-30,2024-04-03,6817,Net 60,Pending,36
INV00302,SUP076,2023-10-29,3620,2023-12-02,2023-12-07,3620,Net 45,Paid,39
INV00016,SUP048,2023-01-16,5251,2023-03-07,2023-03-08,5251,Net 30,Paid,51
INV00144,SUP028,2023-05-24,9989,2023-06-30,2023-07-07,9989,Net 60,Pending,44
INV00785,SUP086,2025-02-23,5326,2025-03-30,2025-04-02,5326,Net 30,Paid,38
INV00989,SUP096,2025-09-15,326,2025-10-24,2025-10-25,326,Net 45,Paid,40
INV00194,SUP048,2023-07-13,9158,2023-08-13,2023-08-15,9158,Net 30,Pending,33
INV00130,SUP018,2023-05-10,8955,2023-07-02,2023-07-09,8955,Net 60,Pending,60
INV00138,SUP094,2023-05-18,3442,2023-06-21,2023-06-30,3442,Net 60,Paid,43
INV00921,SUP036,2025-07-09,8004,2025-09-05,2025-09-09,8004,Net 45,Paid,62
INV00822,SUP054,2025-04-01,7091,2025-05-03,2025-05-06,7091,Net 30,Pending,35
INV00181,SUP089,2023-06-30,8364,2023-08-09,2023-08-14,8364,Net 45,Paid,45
INV00808,SUP065,2025-03-18,325,2025-04-24,2025-04-26,325,Net 60,Pending,39
INV00339,SUP043,2023-12-05,3006,2024-01-15,2024-01-23,3006,Net 60,Paid,49
INV00415,SUP028,2024-02-19,4449,2024-04-05,2024-04-14,4449,Net 60,Paid,55
INV00189,SUP008,2023-07-08,5735,2023-08-11,2023-08-13,5735,Net 45,Paid,36
INV00825,SUP073,2025-04-04,2939,2025-05-24,2025-05-27,2939,Net 45,Paid,53
INV00163,SUP033,2023-06-12,863,2023-07-21,2023-07-29,863,Net 45,Paid,47
INV00384,SUP019,2024-01-19,4665,2024-02-27,2024-03-01,4665,Net 60,Pending,42
INV00159,SUP088,2023-06-08,5775,2023-07-30,2023-08-04,5775,Net 45,Pending,57
INV00478,SUP091,2024-04-22,7364,2024-06-15,2024-06-16,7364,Net 30,Paid,55
INV00959,SUP069,2025-08-16,7526,2025-10-07,2025-10-14,7526,Net 30,Paid,59
INV00147,SUP027,2023-05-27,9755,2023-07-19,2023-07-26,9755,Net 30,Pending,60
INV00580,SUP059,2024-08-02,9776,2024-09-02,2024-09-04,9776,Net 60,Paid,33
INV00135,SUP067,2023-05-15,6574,2023-07-05,2023-07-05,6574,Net 45,Paid,51
INV00607,SUP015,2024-08-29,3530,2024-10-24,2024-10-28,3530,Net 60,Pending,60
INV00920,SUP032,2025-07-08,7143,2025-08-17,2025-08-21,7143,Net 45,Paid,44
INV00649,SUP085,2024-10-10,1215,2024-11-19,2024-11-24,1215,Net 60,Pending,45
INV00929,SUP040,2025-07-17,2392,2025-08-24,2025-08-30,2392,Net 30,Pending,44
INV00589,SUP002,2024-08-11,5229,2024-09-12,2024-09-12,5229,Net 60,Pending,32
INV00802,SUP059,2025-03-12,9105,2025-04-22,2025-04-23,9105,Net 30,Paid,42
INV00300,SUP065,2023-10-27,1260,2023-12-17,2023-12-21,1260,Net 30,Paid,55
INV00278,SUP018,2023-10-05,7093,2023-11-04,2023-11-08,7093,Net 45,Pending,34
INV00677,SUP038,2024-11-07,4980,2025-01-04,2025-01-07,4980,Net 45,Paid,61
INV00587,SUP061,2024-08-09,1023,2024-10-06,2024-10-14,1023,Net 30,Paid,66
INV00638,SUP012,2024-09-29,5913,2024-11-21,2024-11-30,5913,Net 30,Pending,62
INV00517,SUP032,2024-05-31,4691,2024-07-23,2024-07-24,4691,Net 30,Pending,54
INV00050,SUP060,2023-02-19,9870,2023-03-21,2023-03-22,9870,Net 30,Pending,31
INV00388,SUP071,2024-01-23,8511,2024-03-15,2024-03-23,8511,Net 30,Pending,60
INV00288,SUP087,2023-10-15,5800,2023-11-24,2023-11-26,5800,Net 30,Pending,42
INV00009,SUP011,2023-01-09,5778,2023-03-02,2023-03-03,5778,Net 60,Paid,53
INV00148,SUP100,2023-05-28,5650,2023-07-10,2023-07-18,5650,Net 30,Pending,51
INV00441,SUP040,2024-03-16,6503,2024-04-15,2024-04-16,6503,Net 60,Paid,31
INV00335,SUP026,2023-12-01,7543,2024-01-02,2024-01-10,7543,Net 60,Paid,40
INV00914,SUP061,2025-07-02,7777,2025-08-02,2025-08-03,7777,Net 45,Pending,32
INV00949,SUP045,2025-08-06,2404,2025-09-30,2025-10-03,2404,Net 30,Paid,58
INV00582,SUP059,2024-08-04,6730,2024-09-11,2024-09-11,6730,Net 60,Pending,38
INV00550,SUP052,2024-07-03,1740,2024-08-23,2024-08-25,1740,Net 60,Pending,53
INV00743,SUP034,2025-01-12,6231,2025-02-25,2025-03-01,6231,Net 30,Paid,48
INV00367,SUP037,2024-01-02,4054,2024-02-23,2024-03-03,4054,Net 60,Paid,61
INV00692,SUP060,2024-11-22,8780,2024-12-24,2024-12-28,8780,Net 30,Paid,36
INV01000,SUP035,2025-09-26,3676,2025-11-24,2025-11-28,3676,Net 60,Pending,63
INV00221,SUP086,2023-08-09,5959,2023-09-16,2023-09-20,5959,Net 45,Pending,42
INV00830,SUP034,2025-04-09,9704,2025-05-28,2025-05-28,9704,Net 30,Pending,49
INV00427,SUP038,2024-03-02,4652,2024-04-26,2024-05-05,4652,Net 60,Pending,64
INV00653,SUP056,2024-10-14,4358,2024-11-22,2024-11-24,4358,Net 45,Paid,41
INV00034,SUP079,2023-02-03,7934,2023-03-06,2023-03-15,7934,Net 45,Pending,40
INV00471,SUP013,2024-04-15,7868,2024-05-30,2024-06-04,7868,Net 45,Paid,50
INV00860,SUP081,2025-05-09,9115,2025-07-07,2025-07-16,9115,Net 45,Paid,68
INV00045,SUP040,2023-02-14,7241,2023-03-22,2023-03-27,7241,Net 30,Paid,41
INV00969,SUP006,2025-08-26,294,2025-09-28,2025-09-29,294,Net 30,Paid,34
INV00146,SUP013,2023-05-26,3827,2023-06-27,2023-06-27,3827,Net 60,Paid,32
INV00926,SUP037,2025-07-14,2390,2025-08-18,2025-08-27,2390,Net 45,Pending,44
INV00224,SUP078,2023-08-12,4936,2023-09-21,2023-09-23,4936,Net 45,Pending,42
INV00164,SUP028,2023-06-13,2198,2023-07-19,2023-07-27,2198,Net 30,Paid,44
INV00831,SUP031,2025-04-10,1660,2025-05-23,2025-05-30,1660,Net 30,Pending,50
INV00838,SUP040,2025-04-17,3935,2025-06-15,2025-06-18,3935,Net 30,Paid,62
INV00968,SUP094,2025-08-25,4425,2025-10-07,2025-10-15,4425,Net 30,Paid,51
INV00660,SUP072,2024-10-21,7466,2024-11-30,2024-12-06,7466,Net 45,Paid,46
INV00285,SUP021,2023-10-12,5093,2023-12-01,2023-12-10,5093,Net 30,Paid,59
INV00311,SUP020,2023-11-07,3175,2023-12-26,2023-12-28,3175,Net 30,Pending,51
INV00027,SUP057,2023-01-27,2947,2023-03-23,2023-03-28,2947,Net 30,Paid,60
INV00165,SUP008,2023-06-14,8194,2023-07-14,2023-07-18,8194,Net 30,Pending,34
INV00064,SUP079,2023-03-05,361,2023-04-20,2023-04-26,361,Net 60,Paid,52
INV00021,SUP006,2023-01-21,6596,2023-03-12,2023-03-17,6596,Net 45,Paid,55
INV00618,SUP052,2024-09-09,9537,2024-10-13,2024-10-14,9537,Net 30,Paid,35
INV00461,SUP048,2024-04-05,9145,2024-05-18,2024-05-22,9145,Net 60,Pending,47
INV00787,SUP064,2025-02-25,1846,2025-04-20,2025-04-28,1846,Net 60,Paid,62
INV00436,SUP096,2024-03-11,4811,2024-05-08,2024-05-11,4811,Net 45,Paid,61
INV00915,SUP017,2025-07-03,4427,2025-08-11,2025-08-16,4427,Net 60,Pending,44
INV00228,SUP100,2023-08-16,6816,2023-10-10,2023-10-12,6816,Net 60,Paid,57
INV00195,SUP027,2023-07-14,4589,2023-09-02,2023-09-07,4589,Net 60,Paid,55
INV00797,SUP005,2025-03-07,7082,2025-05-04,2025-05-13,7082,Net 30,Paid,67
INV00293,SUP074,2023-10-20,7879,2023-11-26,2023-11-27,7879,Net 30,Pending,38
INV00381,SUP042,2024-01-16,7279,2024-02-27,2024-03-05,7279,Net 30,Pending,49
INV00124,SUP090,2023-05-04,7235,2023-07-01,2023-07-07,7235,Net 45,Paid,64
INV00180,SUP006,2023-06-29,1054,2023-08-17,2023-08-24,1054,Net 45,Paid,56
INV00071,SUP045,2023-03-12,6639,2023-04-27,2023-04-27,6639,Net 45,Paid,46
INV00782,SUP021,2025-02-20,564,2025-03-26,2025-04-01,564,Net 45,Paid,40
